sym,t,dirn,fade_bps,signalled,rv,tier
ASTER,1784592000000,1,-60.809912090710775,0,0.0012720904840166,HIGH
RENDER,1784592000000,1,-132.90421204566354,0,0.0025008081641636,MID
MEGA,1784592000000,-1,130.89995489185964,0,0.0041066987114682,MID
NEAR,1784592900000,1,18.577679646728075,1,0.003827518301452,HIGH
UNI,1784593800000,1,-94.97710068643568,1,0.0041311844944531,HIGH
USUAL,1784593800000,1,-162.09090909090853,1,0.0041177763570434,MID
LDO,1784593800000,1,-66.53886036700052,1,0.0053518177720812,HIGH
ASTER,1784593800000,1,11.94008074000987,0,0.0012409392448709,HIGH
ICP,1784593800000,1,25.369433061647104,0,0.0029091541290226,HIGH
S,1784595600000,1,56.31803896920111,0,0.0042135809540902,LOW
MELANIA,1784595600000,1,-81.38745800671963,0,0.003171313626922,LOW
MELANIA,1784596500000,1,25.37404391808464,0,0.0032833080966736,LOW
IMX,1784597400000,-1,20.390869495079738,0,0.0024402593931516,MID
CELO,1784600100000,1,-120.70726714431868,0,0.003191549836682,LOW
XMR,1784600100000,1,-183.9675141242948,0,0.0020840599601924,HIGH
ME,1784601000000,1,-210.23736649131348,0,0.0025124657932889,MID
XMR,1784601000000,1,-188.576697204604,0,0.0020869744986933,HIGH
kFLOKI,1784602800000,1,25.22506015176687,0,0.0031919564112529,LOW
NXPC,1784602800000,1,-82.52449272391873,0,0.0033514810099403,LOW
NEAR,1784602800000,1,35.636813948880665,1,0.0036502000669176,HIGH
kSHIB,1784602800000,1,15.700327255725403,0,0.0024050107131283,MID
FET,1784602800000,1,-178.87778419667453,0,0.0027524102757089,MID
BCH,1784602800000,1,-84.22419673308214,0,0.0024597710712936,MID
XMR,1784602800000,1,18.015148419486508,0,0.0021268486107206,HIGH
ZK,1784602800000,1,42.957802381448616,0,0.0036993544826868,LOW
RENDER,1784602800000,1,18.5306322176542,0,0.0022024269617145,MID
ENS,1784602800000,1,98.4948190929158,1,0.0038500566425938,MID
PENDLE,1784603700000,1,-179.24380392876776,1,0.0036981838349653,MID
STABLE,1784603700000,1,-209.17995865520663,0,0.0026159597932294,LOW
0G,1784603700000,1,-130.402647759375,0,0.0042563513040391,MID
USUAL,1784603700000,1,30.670033670032296,1,0.0042578419006556,MID
ONDO,1784603700000,1,65.07389311300919,1,0.0043199849295941,HIGH
PENDLE,1784604600000,1,-143.15843997562405,1,0.0037166097191303,MID
PROVE,1784604600000,1,-186.2169247899577,0,0.0028516910245917,LOW
SOPH,1784604600000,1,-80.87151200519051,0,0.003391958585271,LOW
0G,1784604600000,1,141.87945144879512,0,0.0042577740956894,MID
YGG,1784605500000,1,-215.9297075423287,0,0.0050860085032178,LOW
IO,1784605500000,1,84.77100936660823,0,0.0041120777768806,MID
XMR,1784605500000,1,108.2584308525974,0,0.0022675373992229,HIGH
AAVE,1784605500000,1,-239.3055123552793,0,0.0032535600286939,HIGH
BCH,1784605500000,1,12.65015203004804,0,0.0023976643896647,MID
FARTCOIN,1784606400000,1,40.56686107792718,1,0.0051956194513493,HIGH
USUAL,1784606400000,1,85.98776418242515,1,0.0043877720833788,MID
PROVE,1784608200000,1,80.31254676976688,0,0.0031246341895867,LOW
VVV,1784609100000,1,-538.511132780758,1,0.0051029418710507,HIGH
LINK,1784609100000,1,7.321456013395347,0,0.0033533534912184,HIGH
SOPH,1784609100000,1,16.157088122606062,0,0.0035888237770513,LOW
XRP,1784610000000,1,26.16224814421933,0,0.0024780453173539,HIGH
BCH,1784610000000,1,27.24103886862967,0,0.0021742178967414,MID
COMP,1784610000000,1,-130.86081270434448,0,0.0024086324101187,LOW
APT,1784610000000,1,-47.211560504338046,1,0.0037548517043767,MID
VVV,1784610000000,1,47.79006772009079,1,0.0051549036332722,HIGH
ADA,1784610000000,1,-30.987205848754307,1,0.0043085134894779,HIGH
MELANIA,1784610000000,1,45.90573419733434,0,0.0033679317064787,LOW
YGG,1784610000000,1,71.93352671017593,0,0.0059767482125584,LOW
ME,1784610000000,1,67.25761124121657,0,0.0026494195795917,MID
PURR,1784610000000,1,38.16319213915877,0,0.0034603942980573,MID
ADA,1784610900000,1,38.38087410010818,1,0.0043615909066765,HIGH
COMP,1784610900000,1,19.16648194598393,0,0.0024087487509244,LOW
VVV,1784610900000,1,239.72612270714768,1,0.0054745549035383,HIGH
FOGO,1784610900000,1,22.999350016249288,0,0.0031250743136727,MID
KAS,1784610900000,1,73.20778857582306,0,0.0022171945757571,LOW
APT,1784610900000,1,82.70504527813668,1,0.0039493952662666,MID
OP,1784611800000,1,-28.976724854530364,1,0.0034872816551932,MID
ANIME,1784611800000,1,98.7072284780233,0,0.0029918307562627,LOW
PAXG,1784611800000,1,23.84729064039432,0,0.0009790733367582,HIGH
kLUNC,1784611800000,1,-232.0834916926729,0,0.0024574750911627,LOW
GRAM,1784612700000,1,9.363486503194064,0,0.0031695311540538,HIGH
YGG,1784612700000,1,260.6897767332545,0,0.0070505684186112,LOW
BIGTIME,1784612700000,1,54.74505557961614,0,0.0041383183924119,LOW
FET,1784613600000,1,9.058898197511787,0,0.0024580202380022,MID
AR,1784613600000,1,28.65706575328245,0,0.0025564507311096,LOW
WCT,1784613600000,1,29.11617677860766,0,0.0030400705361578,LOW
RENDER,1784613600000,1,11.943798323695464,0,0.0021025814150978,MID
VVV,1784614500000,1,325.3946845883609,1,0.0074442676150188,HIGH
0G,1784614500000,1,17.01947841142783,1,0.0047021798721293,MID
AR,1784614500000,1,19.25672877846776,0,0.0025669589917937,LOW
ONDO,1784614500000,1,-1077.1813808560653,1,0.0041455138929526,HIGH
AAVE,1784615400000,1,-109.3738709815504,0,0.0031659055390385,HIGH
ETHFI,1784615400000,1,73.48554315508247,1,0.0044608624597958,MID
IO,1784615400000,1,36.56414580360614,0,0.0040178301468824,MID
BNB,1784615400000,1,1.511304287474032,0,0.0015334132825673,HIGH
VINE,1784615400000,1,30.51206434316412,0,0.0030877753744191,HIGH
PROVE,1784615400000,1,58.113849186791086,0,0.0031315288784407,LOW
CAKE,1784615400000,1,13.981532583315346,0,0.0019194176510557,MID
PROVE,1784616300000,1,116.06511833014788,0,0.0031613239005838,LOW
ONDO,1784616300000,1,-767.1651081316013,1,0.0052681739978003,HIGH
BANANA,1784616300000,1,-301.1521369459244,0,0.0032117151794748,MID
OP,1784616300000,1,44.44224422442265,0,0.0035298820163287,MID
IOTA,1784617200000,1,33.72170388705934,0,0.0026242460291285,LOW
IMX,1784617200000,1,-124.88409216010032,0,0.0026023612510627,MID
ONDO,1784617200000,1,-561.796836509789,1,0.0054718262857132,HIGH
HBAR,1784617200000,1,16.848323261051235,0,0.0018930198723782,MID
PNUT,1784618100000,1,68.05637138796817,0,0.0027756116787338,MID
ONDO,1784618100000,1,-474.70541635486336,1,0.0054786352334119,HIGH
SOPH,1784618100000,1,99.40334378265504,0,0.003687863175325,LOW
SUSHI,1784619000000,1,16.877228880444722,1,0.0034837148504788,HIGH
CFX,1784619000000,1,41.74907773242166,0,0.002360748007161,LOW
BTC,1784619000000,1,-87.06161489178012,0,0.002014206389844,HIGH
ONDO,1784619000000,1,55.205128205128055,1,0.0054994164235974,HIGH
ME,1784619900000,1,138.66923313828212,0,0.0031271203426983,MID
RUNE,1784619900000,1,52.12727592189963,0,0.0023174109394625,LOW
POL,1784619900000,1,90.88924252068792,0,0.0017087673681149,HIGH
PENDLE,1784619900000,1,151.01210523161777,1,0.0036934879552984,MID
FET,1784619900000,1,55.79777319071896,0,0.0025261387848467,MID
COMP,1784619900000,1,45.07142039601673,0,0.0025418001497845,LOW
BNB,1784619900000,1,1.6838407494161762,0,0.0015380830445752,HIGH
XLM,1784620800000,1,28.238610923100406,0,0.0027865127253895,MID
BNB,1784620800000,1,9.480499219969271,0,0.0015370412122238,HIGH
DOGE,1784620800000,1,19.24754463074468,0,0.002322915178242,HIGH
AAVE,1784620800000,1,44.05239830695318,0,0.0031524184251501,HIGH
IMX,1784620800000,1,32.906642728903925,0,0.0026209842986193,MID
ME,1784620800000,1,129.96652911508417,0,0.003203076125975,MID
TAO,1784620800000,1,23.07169716720892,0,0.0027428036715142,HIGH
STABLE,1784620800000,1,-381.7311436824652,0,0.0026511874178272,LOW
FET,1784620800000,1,21.95944090852436,0,0.002532344368747,MID
CAKE,1784620800000,1,4.063144511935937,0,0.0019311548642164,MID
ME,1784621700000,1,186.9407384895893,0,0.0032304484061995,MID
ETH,1784621700000,1,-1.453369077692661,0,0.0024737977453804,HIGH
BANANA,1784622600000,1,67.66249581052425,1,0.0036215910857345,MID
GRAM,1784622600000,1,43.38472032742099,0,0.0029867046764674,HIGH
CC,1784623500000,1,21.685459468068537,0,0.0026938982031539,HIGH
ETC,1784624400000,1,33.66789364895098,0,0.0024622893566088,LOW
TAO,1784625300000,1,28.95047676102116,0,0.0027076262967462,HIGH
BNB,1784625300000,1,18.42437541034605,0,0.0015382193994725,HIGH
ALGO,1784626200000,1,20.36448598130734,0,0.0021181307386194,HIGH
PURR,1784626200000,1,117.10381630869529,0,0.0033882201797706,MID
ONDO,1784626200000,1,93.1395510183853,1,0.0063120259356576,HIGH
HBAR,1784628000000,1,-117.28152277561828,0,0.0019104478458839,MID
LIT,1784628000000,1,9.435677530016736,1,0.0054769565781469,HIGH
BANANA,1784628900000,1,113.98950656182348,1,0.0040193863698216,MID
VIRTUAL,1784628900000,1,164.0669157105162,1,0.0050327309851509,HIGH
ONDO,1784628900000,1,94.3182330734919,1,0.0064888427593286,HIGH
IOTA,1784635200000,1,26.94658177305347,0,0.002614834535914,LOW
IMX,1784636100000,1,56.3266045149852,0,0.0031806394044924,MID
NOT,1784636100000,1,50.61930294906151,0,0.0027036067856257,LOW
DASH,1784637000000,1,39.078565870248376,0,0.0024713782684395,MID
REZ,1784637000000,1,62.73859242072733,0,0.0041354616620228,LOW
STABLE,1784638800000,1,175.71222076215506,0,0.0028499596801569,LOW
XLM,1784638800000,1,157.77991016741598,0,0.0030778897773553,MID
TRX,1784638800000,1,-35.575273236521305,0,0.000674320666444,HIGH
TRX,1784639700000,1,14.32628123290215,0,0.0006895005737214,HIGH
CC,1784639700000,1,50.52644836271932,0,0.0021263792604258,HIGH
ICP,1784639700000,1,19.78413152251655,0,0.0026012168350176,HIGH
MEME,1784641500000,1,34.174721189589974,0,0.0029275422729876,LOW
LTC,1784642400000,1,9.095933263816438,0,0.0022961038369172,HIGH
STABLE,1784642400000,1,52.07924136139357,0,0.0028717721196905,LOW
XRP,1784642400000,1,18.811202233468578,0,0.0022568993999537,HIGH
STBL,1784643300000,1,254.3790896159316,1,0.0043679967516192,MID
RESOLV,1784643300000,-1,35.369059190669745,0,0.0053369617714691,LOW
PURR,1784644200000,-1,-1.0414375848127302,0,0.003621940095385,MID
NOT,1784644200000,1,50.191489361701976,0,0.0028234532085298,LOW
GRAM,1784644200000,1,-55.23295899712723,1,0.0070212225719265,HIGH
VIRTUAL,1784644200000,1,48.5205196338942,1,0.0045290915689527,HIGH
SYRUP,1784644200000,1,65.65702694268116,0,0.0046038631498452,LOW
MOVE,1784646000000,1,102.24389127848336,0,0.0026800390641787,MID
PURR,1784646000000,-1,89.0344988213373,0,0.0036863515302414,MID
STABLE,1784646000000,1,130.34700994973832,0,0.0032207173141092,LOW
PURR,1784647800000,-1,24.579769178547284,0,0.0036281475475471,MID
DYM,1784648700000,1,48.88067444876797,0,0.0025021857250556,MID
AAVE,1784648700000,1,51.51518934665011,0,0.003196987230371,HIGH
MERL,1784649600000,1,185.7530016194773,0,0.0033986088345614,MID
AAVE,1784649600000,1,46.6578892805307,0,0.0032052483243578,HIGH
VINE,1784649600000,1,-670.8045658203539,1,0.0042261009546293,HIGH
VINE,1784650500000,1,-630.2642583583488,1,0.0051875872304763,HIGH
APE,1784650500000,1,-320.8617813931224,0,0.0027663987241971,LOW
PURR,1784651400000,-1,58.86478126380965,0,0.0035895399301082,MID
WLFI,1784652300000,-1,147.60777813424562,0,0.0016148910797217,MID
HMSTR,1784653200000,1,159.1621621621617,0,0.0061553484138539,LOW
MANTA,1784653200000,-1,134.22674325833725,0,0.0026419831947748,LOW
PURR,1784654100000,-1,6.13672248633182,0,0.0036945865778468,MID
HYPE,1784654100000,-1,16.101882194082826,0,0.0029746167104118,HIGH
NEAR,1784654100000,-1,25.54177477945024,0,0.0033012853497813,HIGH
CASHCAT,1784654100000,-1,609.7722967940056,0,0.0227741004454669,HIGH
HYPE,1784655000000,-1,45.56058471584587,0,0.0030402482383438,HIGH
APE,1784655000000,1,-78.18796992481083,0,0.0029889086039867,LOW
NIL,1784655000000,1,105.78527542091116,1,0.0039168167523147,HIGH
PURR,1784655000000,-1,32.06712850313588,0,0.0036803035699963,MID
TNSR,1784655900000,-1,12.73316551289946,0,0.0021628570460004,LOW
RSR,1784655900000,-1,92.846645367411,0,0.0036450334620188,LOW
ARB,1784655900000,-1,28.531531531531808,0,0.0027520158279082,HIGH
BRETT,1784655900000,-1,32.026269702276295,0,0.0023282363152148,LOW
CFX,1784657700000,1,21.95497254952956,0,0.0025560000416935,LOW
NEO,1784657700000,1,125.8135593220326,0,0.0023751917898508,LOW
FIL,1784657700000,1,-134.82205333158564,0,0.0025012553492558,MID
FIL,1784658600000,1,-17.930992846108147,0,0.0026552160943416,MID
APE,1784659500000,1,76.50825148660364,0,0.0031006199451341,LOW
TRX,1784659500000,1,16.113497770092515,0,0.0006856029049202,HIGH
NIL,1784660400000,1,86.78117474610067,1,0.0040218562320647,HIGH
HBAR,1784660400000,1,16.021269237419048,0,0.0016039271984431,MID
HBAR,1784663100000,1,60.045378343913946,0,0.0015493656999246,MID
BANANA,1784664000000,1,116.37335693974936,1,0.0057466238974238,MID
JTO,1784664000000,1,42.552024795328464,1,0.0053671000205344,HIGH
SYRUP,1784665800000,-1,22.530990276495096,0,0.0038354803727408,LOW
USUAL,1784665800000,1,116.30585683297258,0,0.0047654301505362,MID
INIT,1784666700000,1,16.174414818565715,0,0.0026114985072673,LOW
XMR,1784666700000,1,43.67741661716128,0,0.0028310615486356,HIGH
MOODENG,1784667600000,-1,40.93947272632612,0,0.0019407859075706,MID
XMR,1784667600000,1,19.860690900880623,0,0.0028364852799545,HIGH
BIO,1784668500000,1,-242.54116059379243,0,0.0029131482303568,MID
BIO,1784669400000,1,-66.17656186500076,0,0.0032383420723075,MID
BIO,1784670300000,1,290.25408192495,1,0.0045079716334407,MID
BIO,1784671200000,1,140.00234832287762,1,0.0049558924053513,MID
EIGEN,1784673900000,-1,62.64551422319481,0,0.0035300034096632,MID
SPX,1784673900000,-1,77.91125584598139,0,0.0046026950772951,HIGH
AVAX,1784674800000,-1,19.667054661296227,0,0.0019107351543779,HIGH
PENGU,1784674800000,-1,68.70172084130003,0,0.0027502216855369,HIGH
XMR,1784677500000,1,42.31341780649505,0,0.0028994641285851,HIGH
XMR,1784678400000,1,84.70716321279407,0,0.0030799524867737,HIGH
PAXG,1784678400000,1,-50.983940069039015,0,0.0010090391513629,HIGH
VINE,1784679300000,1,266.7964351806755,1,0.0064495259940219,HIGH
GRIFFAIN,1784679300000,1,75.44946931241388,0,0.0029705660556056,MID
ZORA,1784681100000,1,96.69788519637476,0,0.0032223183808286,LOW
BOME,1784681100000,1,68.77033492823011,0,0.0025265873367529,HIGH
RUNE,1784681100000,1,28.04164389550841,0,0.0020496918732266,LOW
PAXG,1784682000000,1,-4.459356910055854,0,0.0011265481221566,HIGH
SOPH,1784682000000,1,249.1177894312225,0,0.0053532482391053,LOW
SOPH,1784682900000,1,331.00000000000097,0,0.005390536385605,LOW
BRETT,1784682900000,-1,-299.3994430077577,0,0.0037364618538185,LOW
SPX,1784683800000,1,283.10463714538355,1,0.0052038835577572,HIGH
ZORA,1784684700000,1,182.6843366277328,0,0.0032948403252402,LOW
INIT,1784685600000,1,51.6555100587493,0,0.0028875608940515,LOW
PAXG,1784686500000,1,16.205056521209766,0,0.0011204688880732,HIGH
INIT,1784687400000,1,49.27159968814173,0,0.0029637521675417,LOW
PAXG,1784687400000,1,6.473607501152953,0,0.0010960589240538,HIGH
CHIP,1784687400000,1,32.15396133064269,0,0.0029541598609616,MID
MOODENG,1784688300000,-1,-49.77537368036101,0,0.0019248372515611,MID
PAXG,1784689200000,1,21.71528955657819,0,0.0011095063643453,HIGH
MOODENG,1784689200000,-1,-20.55995282400853,0,0.0019165648597114,MID
ZEC,1784691900000,-1,-148.87612046296516,0,0.0040942380752578,HIGH
BRETT,1784692800000,-1,89.13759213759192,0,0.0038908765407541,LOW
ICP,1784694600000,-1,-83.44723206981205,0,0.00172875097899,HIGH
RENDER,1784696400000,-1,37.47777040477767,0,0.0017019320988748,MID
SOPH,1784696400000,-1,33.980639547530245,0,0.0065255809741334,LOW
FOGO,1784697300000,-1,-17.271599516962187,0,0.0027670783584104,MID
PENGU,1784697300000,-1,62.75781876503646,0,0.0027677830785469,HIGH
SUI,1784697300000,-1,9.996731125200997,0,0.0018937684699745,HIGH
SUPER,1784697300000,-1,7.596674274536278,0,0.001879070138628,LOW
kSHIB,1784697300000,-1,18.27156700543479,0,0.0014711495684083,MID
AVNT,1784697300000,-1,22.352387349808566,0,0.00351893238127,MID
FET,1784697300000,-1,-51.26876045823148,0,0.0022203258412943,MID
LIT,1784697300000,-1,8.596788581624255,0,0.0070079529247,HIGH
ZEN,1784697300000,-1,-25.35899408568457,0,0.0019863963094886,MID
XPL,1784697300000,-1,41.07366598457461,0,0.0039898915499209,HIGH
ATOM,1784697300000,-1,-89.73849698448142,0,0.0015290396874142,MID
CAKE,1784698200000,-1,5.633093525180504,0,0.0013542845576617,MID
LTC,1784698200000,-1,13.6041316254794,0,0.0019643592170871,HIGH
DOGE,1784698200000,-1,28.56269812829162,0,0.0017661191134654,HIGH
RSR,1784698200000,-1,94.00889248180968,0,0.0027241474238304,LOW
SNX,1784698200000,-1,35.029539223489856,0,0.0034891268367743,MID
ALGO,1784698200000,-1,-12.68088920760102,0,0.0017688708853968,HIGH
HEMI,1784699100000,-1,464.32673267326754,0,0.0158388393537962,MID
FET,1784699100000,-1,13.770947558537715,0,0.0022221648815739,MID
XPL,1784699100000,-1,14.866909753873518,0,0.0039957004669104,HIGH
DASH,1784699100000,-1,-81.23802072569471,0,0.0028022966337754,MID
ICP,1784699100000,-1,-0.2511110093007103,0,0.0017910414367375,HIGH
FOGO,1784699100000,-1,25.653295128939806,0,0.0027445857590427,MID
MEGA,1784699100000,-1,15.597424609806197,0,0.0029974098367725,MID
FARTCOIN,1784700000000,-1,35.08407792588199,0,0.0032530646117043,HIGH
ETC,1784700000000,-1,24.2593532754498,0,0.0015792965836287,LOW
RUNE,1784700000000,-1,-37.385250537270025,0,0.0023884999873804,LOW
SEI,1784700000000,-1,36.53256005908048,0,0.0018678076074169,MID
APT,1784700000000,-1,15.242122719734493,0,0.0021970143891483,MID
DASH,1784700900000,-1,25.85530699666864,0,0.002900322549522,MID
PENDLE,1784700900000,-1,36.81545850976409,0,0.0036761975842501,MID
BIGTIME,1784700900000,-1,70.07048256964444,0,0.0039370561089579,LOW
HYPE,1784700900000,-1,73.37649320335031,0,0.0037200703314218,HIGH
SUI,1784700900000,-1,28.32558785043001,0,0.0019228789844878,HIGH
ATOM,1784700900000,-1,21.506466984341905,0,0.0015160839075076,MID
PENGU,1784700900000,-1,16.357960961446565,0,0.0027917695419017,HIGH
INJ,1784700900000,-1,-29.255773395427365,0,0.0033438397018428,HIGH
ICP,1784700900000,-1,57.953084595492605,0,0.0018934470027335,HIGH
MEME,1784700900000,-1,54.471264367815415,0,0.0027164212390556,LOW
RUNE,1784701800000,-1,-61.47420991558819,0,0.0023967100136223,LOW
POL,1784701800000,-1,-87.50775179153977,0,0.001879467716525,HIGH
WCT,1784701800000,-1,25.12470206883403,0,0.0017500346148283,LOW
INJ,1784701800000,-1,50.75722543352565,0,0.0033792939195591,HIGH
ENS,1784701800000,-1,5.220943408803649,0,0.0035509548891255,MID
NOT,1784701800000,-1,51.64480874316924,0,0.0025731521352951,LOW
KAS,1784702700000,-1,21.229467308034423,0,0.0020021494667544,LOW
NOT,1784702700000,-1,79.19178082191831,0,0.0025879431339072,LOW
FET,1784703600000,-1,23.61473547549456,0,0.0021593712286535,MID
DASH,1784704500000,-1,8.627560299335585,0,0.0029129542780607,MID
ASTER,1784705400000,-1,0.5382858613313273,0,0.0011721982525396,HIGH
RESOLV,1784705400000,-1,121.012931262917,0,0.0049508858495843,LOW
S,1784705400000,-1,20.637720826076755,0,0.0020421964092757,LOW
GRASS,1784706300000,1,78.35540690616975,1,0.0042233173654409,HIGH
MEGA,1784706300000,-1,52.7471535881325,0,0.003141654288419,MID
DASH,1784707200000,-1,51.084913313902746,0,0.0029270480620285,MID
ETHFI,1784707200000,1,-51.65341973262233,1,0.0041410472834029,MID
ETHFI,1784708100000,1,81.37559925851787,1,0.0042704612824664,MID
HBAR,1784708100000,1,-310.7965718803831,0,0.0023974729877497,MID
APEX,1784709000000,-1,28.566343746597795,0,0.0021524644197511,MID
ATOM,1784709000000,-1,12.729722336205503,0,0.001574629203441,MID
CC,1784709000000,-1,62.454545454545865,0,0.0021337749076501,HIGH
MON,1784710800000,1,59.13266162888425,1,0.0042987329945664,HIGH
ETHFI,1784710800000,1,135.81305388718562,1,0.0043874485400275,MID
BANANA,1784712600000,1,238.6894383572545,1,0.0059081012853296,MID
STBL,1784713500000,1,-136.62240608822626,1,0.0047213253444009,MID
TRX,1784714400000,1,8.816749484910964,0,0.0007564590033433,HIGH
BANANA,1784714400000,1,86.67669192647504,1,0.0059540188423879,MID
STBL,1784714400000,1,-2.562535543986613,1,0.004847867811042,MID
BANANA,1784715300000,1,140.94867916655838,1,0.0059701582087376,MID
UNI,1784715300000,1,-44.81996241497059,1,0.0035956205141496,HIGH
STBL,1784715300000,1,50.52247508811695,1,0.0048676755251122,MID
TRX,1784715300000,1,10.318400581166449,0,0.0007593561888227,HIGH
BLUR,1784716200000,1,56.33791380387341,0,0.0031361816715356,LOW
PYTH,1784717100000,1,90.76164258807012,0,0.0034464686311762,MID
BOME,1784718900000,1,-26.809523809523096,0,0.0027783127098592,HIGH
BLUR,1784718900000,1,82.6333169048794,0,0.0032678580406304,LOW
GMX,1784718900000,1,104.03616411211011,0,0.0036308360887914,LOW
GRIFFAIN,1784718900000,1,72.62930353313138,0,0.0031221448980608,MID
IO,1784719800000,1,58.53248267374872,0,0.0027408147030412,MID
TRB,1784719800000,-1,43.98932671007605,0,0.0021016734800476,LOW
GRIFFAIN,1784721600000,1,157.41597521849684,1,0.0035888838758588,MID
SUSHI,1784721600000,1,-21.686131386860552,0,0.0029594470745669,HIGH
DYDX,1784721600000,1,54.44375299186312,0,0.0029381297205415,MID
ORDI,1784721600000,-1,13.368459671501398,0,0.0033054452015529,LOW
MEGA,1784721600000,-1,122.93975961308377,0,0.0035306754755605,MID
GRIFFAIN,1784722500000,1,109.63250883392188,1,0.0035796374854667,MID
ENS,1784723400000,1,39.76457883369339,1,0.0036339959276425,MID
JUP,1784723400000,-1,-29.562500000000544,0,0.0029041085798431,HIGH
FARTCOIN,1784724300000,-1,39.83604135893628,0,0.0030835894089061,HIGH
APEX,1784724300000,-1,16.68719238762042,0,0.0022547745914814,MID
WIF,1784724300000,-1,24.869940278699648,0,0.0021536293504219,MID
BLUR,1784726100000,1,39.11682841970524,0,0.0039910604952094,LOW
BOME,1784727000000,1,67.58823529411681,0,0.0029229112667572,HIGH
PAXG,1784727000000,1,7.401799753257874,0,0.0011991242501054,HIGH
IO,1784727000000,1,50.50006445790882,0,0.0030493458727013,MID
CASHCAT,1784727900000,-1,631.6177200256764,0,0.0213773928782067,HIGH
BLUR,1784727900000,1,179.3433832821816,0,0.0041009267593292,LOW
PAXG,1784727900000,1,19.675189965021435,0,0.0012189467876941,HIGH
RSR,1784728800000,1,74.9423226812161,0,0.0030435696377898,LOW
GMX,1784728800000,1,98.66209456188498,0,0.0037869074515048,LOW
DYDX,1784728800000,1,75.8954635108482,0,0.0030248662299775,MID
BLUR,1784728800000,1,161.16760504948704,0,0.0043591822674063,LOW
BOME,1784728800000,1,182.18518518518468,0,0.003345154903628,HIGH
BLUR,1784729700000,1,367.7571801566584,0,0.0048118433198919,LOW
NXPC,1784729700000,1,14.823899869291632,0,0.0028476612384146,LOW
ATOM,1784729700000,-1,3.850253459378764,0,0.0015446922519565,MID
TRX,1784729700000,-1,12.554471147981287,0,0.000836084137768,HIGH
MORPHO,1784729700000,-1,-136.54482194023748,0,0.0046480283357599,HIGH
RUNE,1784729700000,-1,23.158788435061368,0,0.0025754968390001,LOW
STRK,1784729700000,1,40.81530165149922,0,0.002329312235165,MID
POL,1784730600000,-1,24.435539184555807,0,0.0014652485088171,HIGH
HBAR,1784732400000,1,200.06723264411863,0,0.0031942359228657,MID
STRK,1784733300000,1,13.722408026755172,0,0.0023767173268705,MID
SOL,1784733300000,1,18.48733010387623,0,0.0020369867549476,HIGH
kBONK,1784733300000,1,83.20689655172313,1,0.0049415477160933,HIGH
POL,1784733300000,-1,63.42820643842522,0,0.0015157639150849,HIGH
SUPER,1784733300000,1,25.16545191180135,0,0.0019081342563073,LOW
AERO,1784734200000,-1,73.09888185998705,0,0.0046516268591549,HIGH
MELANIA,1784734200000,1,92.74597018543196,0,0.0032287660757968,LOW
HYPE,1784735100000,-1,29.225822016958148,0,0.004255000088486,HIGH
AERO,1784735100000,-1,152.5147750799926,0,0.0044987628340387,HIGH
ADA,1784735100000,1,49.82976451413457,0,0.0029986349461529,HIGH
ZEC,1784735100000,-1,77.66420083418633,0,0.0039000614789487,HIGH
INIT,1784735100000,1,260.2945575405071,0,0.0047114060488927,LOW
CELO,1784735100000,1,-106.5013093539132,0,0.002734566773706,LOW
MORPHO,1784735100000,-1,571.0230257823894,1,0.0079409849128201,HIGH
HYPE,1784736000000,-1,49.84152722374838,0,0.0042560809082524,HIGH
AERO,1784736000000,-1,69.95134216304227,0,0.0044874479566151,HIGH
APT,1784736000000,1,32.63330093942306,0,0.0024330973871573,MID
UNI,1784736000000,1,94.22330248113892,1,0.0040777262087184,HIGH
WLFI,1784736000000,-1,43.52416022992677,0,0.0030616976217902,MID
PUMP,1784736900000,-1,75.24726134585195,0,0.0056417769758374,HIGH
LDO,1784736900000,1,44.374556638637976,1,0.0038096533584473,HIGH
WLFI,1784736900000,-1,150.4438613375944,0,0.003248514186887,MID
ADA,1784737800000,1,29.236549577589884,0,0.0030338455211444,HIGH
LDO,1784737800000,1,84.8769230769235,1,0.0038821156291457,HIGH
SUI,1784737800000,1,90.45433977786918,0,0.0023085388037612,HIGH
WLD,1784737800000,1,286.40620954024945,1,0.0046424190567236,HIGH
ENA,1784737800000,1,59.14465159328407,1,0.0041073252022519,HIGH
ENA,1784738700000,1,28.964322982458025,1,0.0041142991988407,HIGH
TRUMP,1784738700000,1,18.70542635658951,0,0.0025844249718504,MID
WIF,1784739600000,1,11.260711739158488,0,0.0023757559080573,MID
WLD,1784739600000,1,68.57694521610667,1,0.0048794055005493,HIGH
TRUMP,1784739600000,1,75.92465162165448,0,0.0026207749881962,MID
kPEPE,1784739600000,1,38.166380789021815,0,0.002650973185205,HIGH
CC,1784740500000,-1,-63.29004399543788,0,0.0021699004690087,HIGH
CELO,1784741400000,1,28.962410020351875,0,0.0029604370867636,LOW
SUSHI,1784741400000,1,52.23908165026691,1,0.003575977240057,HIGH
CC,1784741400000,-1,-34.849734585545235,0,0.0021753679542905,HIGH
BRETT,1784742300000,-1,-260.6112412177977,0,0.0049255749118692,LOW
NEAR,1784745000000,-1,21.155885984217875,0,0.0030762395024913,HIGH
JUP,1784745900000,-1,46.07392749722897,0,0.0031844223217737,HIGH
CASHCAT,1784745900000,-1,402.4054054054051,0,0.0222821945623001,HIGH
