sym,t,dirn,fade_bps,signalled,rv,tier
GMX,1785504600000,-1,115.46034548184412,0,0.0051710631212722,LOW
XRP,1785504600000,-1,-53.509774576745386,0,0.0016473768926649,HIGH
AVAX,1785505500000,-1,29.8978287433028,0,0.0026653974546975,HIGH
ETH,1785505500000,-1,41.47778789989916,0,0.0022005734809341,HIGH
kLUNC,1785505500000,-1,1.2769857433808929,0,0.0024858456453,LOW
GMX,1785505500000,-1,192.8404681551427,0,0.00518825396947,LOW
MELANIA,1785505500000,-1,7.184595798855586,0,0.0024483850742711,LOW
ASTER,1785505500000,-1,28.45074946466797,0,0.0014432124628933,HIGH
XRP,1785505500000,-1,26.08067542213772,0,0.001650537314582,HIGH
AERO,1785505500000,-1,34.0982025322514,0,0.0031690491725293,HIGH
VINE,1785505500000,1,158.52389439679294,1,0.0044726109024084,HIGH
LINK,1785505500000,-1,9.792599972939508,0,0.0025707183000793,HIGH
BTC,1785505500000,-1,-56.43197698314837,0,0.0016960131645038,HIGH
TAO,1785505500000,-1,25.716128021720422,0,0.0027241365929938,HIGH
0G,1785506400000,-1,-19.1053147538674,0,0.0047468370355428,MID
RENDER,1785506400000,-1,21.78676095356178,0,0.0022911647020167,MID
SAGA,1785506400000,-1,113.56952539550332,0,0.0019273706921891,LOW
LIT,1785506400000,-1,-211.6850497092488,0,0.0060068320103034,HIGH
ORDI,1785506400000,1,-980.7149559411744,0,0.0043706602805899,LOW
KAS,1785506400000,-1,38.24926340601097,0,0.0021352406393911,LOW
LDO,1785506400000,-1,-126.89127324749646,0,0.0038381609278894,HIGH
DOT,1785506400000,-1,39.249030132326624,0,0.0020129729305033,HIGH
W,1785506400000,-1,22.31645569620149,0,0.00303559695492,MID
BTC,1785506400000,-1,81.55782638523269,0,0.0018783599519388,HIGH
kLUNC,1785506400000,-1,84.8976444252763,0,0.0025901464206028,LOW
VINE,1785506400000,1,184.75691589823435,0,0.004476311127372,HIGH
MNT,1785506400000,-1,-42.75231251433392,0,0.0013378748470661,MID
LINK,1785506400000,-1,37.902069817733725,0,0.0025597872761614,HIGH
SKY,1785506400000,-1,34.10771840542743,0,0.0026585535508297,MID
ORDI,1785507300000,1,-829.1623042906656,0,0.0044134043587981,LOW
ORDI,1785508200000,1,42.72582321327855,0,0.0044408895679302,LOW
GMX,1785508200000,-1,50.23181106076188,0,0.0052249078582396,LOW
GMX,1785509100000,-1,69.05805240278116,0,0.0050959801093368,LOW
PUMP,1785509100000,1,205.7286527514241,1,0.0064769166359308,HIGH
ACE,1785510000000,1,115.51851851851984,0,0.0059423258405915,HIGH
ENA,1785510000000,-1,-0.3749343733584438,0,0.0040283272054816,HIGH
AIXBT,1785510000000,1,64.48109365910501,1,0.0035853408703303,MID
BANANA,1785510900000,-1,57.35036741080116,0,0.0032095029245559,MID
GMX,1785511800000,-1,80.87427400068354,0,0.0037487426511232,LOW
SAGA,1785511800000,1,21.252223120453124,0,0.002713793752535,LOW
MINA,1785511800000,-1,-74.8600798986643,0,0.0027725478241118,LOW
HMSTR,1785512700000,1,230.9181286549717,0,0.0052910187569092,LOW
LDO,1785512700000,-1,46.45340968245836,0,0.0037932280745496,HIGH
CHIP,1785512700000,1,10.165769000599154,1,0.0038634572660962,MID
LDO,1785513600000,-1,70.04983042003717,0,0.0036027938474779,HIGH
REZ,1785513600000,1,103.42341315089412,0,0.0044022021312119,LOW
POPCAT,1785513600000,1,149.23639303035702,1,0.0045754760394817,MID
ALT,1785513600000,1,58.78136262227488,0,0.0024615940478311,MID
SAGA,1785513600000,1,124.89768185451672,0,0.002944486400222,LOW
PEOPLE,1785513600000,1,245.35133997474404,1,0.0075675079520308,HIGH
PURR,1785514500000,-1,-344.2354573333983,0,0.0049437071996835,MID
PURR,1785515400000,-1,-258.1171271807338,0,0.0050970408608265,MID
SAGA,1785515400000,1,76.61783439490397,0,0.0029369664824118,LOW
PUMP,1785515400000,1,66.70260223048246,1,0.007711887233104,HIGH
HYPE,1785515400000,-1,-208.9645852749296,0,0.0037917857268101,HIGH
HYPE,1785516300000,-1,42.73913695497448,0,0.0037486854842145,HIGH
MET,1785516300000,1,62.97868380984474,1,0.0053025295738473,MID
SAGA,1785516300000,1,185.08777429467133,0,0.0033375120797325,LOW
CC,1785516300000,-1,73.43421504637597,0,0.0029602363203972,HIGH
PURR,1785516300000,-1,-96.76659585767328,0,0.0051383854115467,MID
HEMI,1785516300000,1,90.31919406150534,1,0.0051782789532058,MID
TURBO,1785517200000,1,-398.9131545338456,0,0.0037822973728677,LOW
CHIP,1785518100000,1,22.62687273300842,1,0.0039540069151025,MID
ORDI,1785518100000,1,-765.5546007365749,0,0.0054131876219691,LOW
NEAR,1785518100000,1,90.36465061655916,1,0.0036292138355036,HIGH
ETHFI,1785518100000,1,-54.00795626494804,1,0.003762939863133,MID
MOODENG,1785519000000,1,40.52402355417559,0,0.0032092953887204,MID
ORDI,1785519000000,1,139.4197308913171,0,0.005627190433498,LOW
ETHFI,1785519000000,1,133.39661426843963,1,0.0038694094577672,MID
ETHFI,1785519900000,1,22.553252012921394,1,0.0038131961719108,MID
ALT,1785519900000,1,36.23575571477388,0,0.0025127151109845,MID
TURBO,1785521700000,1,72.47169811320802,0,0.0038075905013963,LOW
PURR,1785522600000,-1,23.848099788217088,0,0.0051422384896228,MID
STABLE,1785523500000,-1,4.096602501551272,0,0.0023898648255935,LOW
STABLE,1785524400000,-1,13.574422115014798,0,0.0023879874958598,LOW
NIL,1785524400000,-1,63.549912434326686,0,0.0070243929684298,HIGH
STABLE,1785525300000,-1,27.52756372258415,0,0.0023903828410155,LOW
BANANA,1785525300000,-1,50.03476723629912,0,0.0029299554979942,MID
STABLE,1785526200000,-1,3.522770398482325,0,0.00239043978378,LOW
HYPE,1785526200000,-1,75.70095551768404,0,0.0038751969420281,HIGH
MOVE,1785526200000,-1,18.881838074398782,0,0.0055673072860138,MID
MEME,1785527100000,1,73.62835249042125,0,0.0042273012431453,LOW
ORDI,1785527100000,1,12.59845129662202,0,0.0063606707853411,LOW
PURR,1785528000000,-1,147.9331799184426,0,0.0051995458971154,MID
HYPE,1785528000000,-1,104.15108687303167,1,0.0038885649848999,HIGH
ORDI,1785528000000,1,100.53395913859772,0,0.0063724608212525,LOW
SKY,1785528900000,-1,112.65931137405371,0,0.0029630130269453,MID
VIRTUAL,1785530700000,-1,71.77457664394055,0,0.0028362486841374,HIGH
ONDO,1785530700000,-1,-52.62842308866964,0,0.0036304255800099,HIGH
SPX,1785530700000,-1,20.81773167445042,0,0.0033910746171032,HIGH
AAVE,1785531600000,-1,-213.0030867154154,0,0.0037312461679011,HIGH
TRUMP,1785531600000,-1,26.64008468595611,0,0.0025904745646091,MID
TURBO,1785533400000,1,132.63501849568362,0,0.0043233054223099,LOW
ONDO,1785534300000,-1,93.91018456634608,0,0.0037144765142992,HIGH
VIRTUAL,1785534300000,-1,24.05886684092484,0,0.002876352467293,HIGH
SOL,1785534300000,-1,13.646031090935388,0,0.0020662490617604,HIGH
MON,1785535200000,-1,60.86194120801402,0,0.0026754161522982,HIGH
LTC,1785536100000,-1,13.872511304583211,0,0.0019171763734875,HIGH
LTC,1785537900000,-1,51.7362706957381,0,0.0019778074708614,HIGH
PEOPLE,1785539700000,-1,73.35873633777486,0,0.0082682895675625,HIGH
DASH,1785542400000,1,-215.5812053772425,0,0.0028081833800214,MID
XAI,1785542400000,1,29.840722495895,0,0.0035540447363948,LOW
YGG,1785543300000,1,28.35141081348552,0,0.0033939765283385,LOW
GALA,1785544200000,1,57.10928961748602,0,0.0029959565788687,LOW
XAI,1785544200000,1,110.82113821138172,0,0.0036449627209605,LOW
APE,1785544200000,1,86.76791709239592,0,0.0037826739246921,LOW
ORDI,1785544200000,1,115.54428686111916,0,0.0077352963217316,LOW
kNEIRO,1785544200000,1,114.57425742574208,1,0.0058508230870226,MID
TNSR,1785544200000,1,105.17690104995228,0,0.004032368919901,LOW
ORDI,1785545100000,1,59.02582190869128,0,0.0077169314533135,LOW
MERL,1785545100000,1,101.79299089503472,0,0.0029548970417049,MID
HBAR,1785545100000,1,-143.50338623269002,0,0.0018238737506605,MID
XAI,1785545100000,1,93.9305331179324,0,0.0036965952885545,LOW
kSHIB,1785545100000,1,268.6297786720316,1,0.0057837766913834,MID
AAVE,1785545100000,-1,188.21774360878496,1,0.0046395782536894,HIGH
MOODENG,1785546000000,1,47.97209069132711,1,0.003635679135456,MID
ALT,1785546900000,1,19.09756926738057,0,0.0026860142116081,MID
WCT,1785546900000,1,22.03673869264731,0,0.0029442475296131,LOW
LDO,1785547800000,-1,-221.96730285545087,0,0.0033023782783313,HIGH
BABY,1785547800000,1,286.61091054953886,0,0.0065415412743777,LOW
ZORA,1785547800000,1,244.59284731774423,0,0.0041854961757886,LOW
S,1785547800000,1,17.271183386638995,0,0.0034423442379386,LOW
ZORA,1785548700000,1,94.36932012299242,0,0.0041599911166894,LOW
ALGO,1785549600000,1,25.906797477224337,0,0.0020809361743164,HIGH
NXPC,1785552300000,1,160.69913495480822,0,0.0028679647516697,LOW
BABY,1785553200000,1,401.5148094841298,0,0.0085189628609875,LOW
kSHIB,1785556800000,1,40.903412492515365,1,0.0060616570928587,MID
NOT,1785556800000,1,85.49557522123949,0,0.003349884834962,LOW
ZEN,1785556800000,1,51.851046698873446,0,0.0030004698598064,MID
ZRO,1785557700000,1,129.12602790353827,1,0.0047948439919183,HIGH
PROVE,1785558600000,1,23.952598582058258,0,0.0025715749248125,LOW
PUMP,1785559500000,1,183.91588785046704,1,0.0082252835816722,HIGH
NOT,1785560400000,1,55.82352941176613,0,0.0032982966506644,LOW
NOT,1785561300000,1,84.97653958944336,0,0.0033089846338561,LOW
BRETT,1785562200000,1,19.23320158102847,0,0.0039785948393028,LOW
HYPE,1785562200000,-1,43.88650366179805,0,0.0038704463072381,HIGH
UMA,1785564900000,1,126.92587928912926,0,0.0028236758518245,LOW
USUAL,1785565800000,1,60.21112515802743,1,0.00405259353445,MID
SKR,1785566700000,-1,-40.76325344952794,0,0.0055632718191114,MID
TIA,1785566700000,1,-92.44434233903186,0,0.0022099882140717,MID
DASH,1785567600000,1,182.3118587152541,1,0.0036660567794681,MID
MEGA,1785569400000,1,58.38859998477948,1,0.0042484835686578,MID
GRIFFAIN,1785569400000,1,118.07408295372858,1,0.004344618908909,MID
CAKE,1785573000000,-1,-233.4976811794844,0,0.0023564683583346,MID
IOTA,1785573900000,1,-18.399778243193744,0,0.0025052543347564,LOW
FIL,1785573900000,1,23.637374708223835,0,0.0027236993462368,MID
CAKE,1785573900000,-1,-224.790962018298,0,0.0022304067655069,MID
CAKE,1785574800000,-1,-201.8320355951054,0,0.0022500272369681,MID
SKY,1785574800000,-1,57.25179856115143,0,0.0031812271561276,MID
TIA,1785574800000,1,63.65862339385866,0,0.0022372035200549,MID
ZEN,1785575700000,1,27.776103844529853,0,0.0029846573597001,MID
NIL,1785577500000,-1,31.38375101910598,0,0.0069466489495521,HIGH
STABLE,1785577500000,1,61.35229273078838,0,0.0023179392685631,LOW
CAKE,1785578400000,-1,-87.03361344537831,0,0.0022561079229427,MID
AAVE,1785578400000,-1,37.74601649716763,1,0.0041492025962345,HIGH
TRX,1785578400000,1,6.455543693761689,0,0.0005597918507256,HIGH
AERO,1785578400000,-1,8.346353475123145,0,0.0024628093183578,HIGH
KAS,1785578400000,-1,20.733590447229137,0,0.0015565666459008,LOW
GRIFFAIN,1785578400000,1,110.1808535722714,1,0.0049637047786734,MID
GRIFFAIN,1785579300000,1,19.384542884071536,1,0.0049632994299535,MID
CAKE,1785579300000,-1,18.294718909709623,0,0.0023059241487962,MID
TRX,1785579300000,1,0.9638980363447828,0,0.0005589885761162,HIGH
BANANA,1785581100000,-1,29.768361581921056,0,0.0027299057254053,MID
IOTA,1785582900000,1,44.38322328197464,0,0.0026700117865299,LOW
PROVE,1785584700000,1,53.36719199355694,0,0.0028308620481396,LOW
IOTA,1785585600000,1,85.15892760099047,0,0.0027790921036594,LOW
POL,1785585600000,1,52.746258409996365,0,0.0018278646306621,HIGH
HYPER,1785585600000,1,92.76595222226204,0,0.0032106272813627,MID
STBL,1785585600000,1,45.52135357845046,1,0.0046810642807699,MID
AERO,1785586500000,-1,44.45992542011626,0,0.002444087342362,HIGH
AR,1785586500000,1,35.76410899555305,0,0.0022741255421184,LOW
AERO,1785587400000,-1,69.0926281039875,0,0.0024549450136698,HIGH
ADA,1785588300000,1,37.72735616359871,0,0.0031020624401705,HIGH
POL,1785589200000,1,19.88799956142762,0,0.0018333008109454,HIGH
BANANA,1785589200000,1,105.3187743582846,1,0.0038259699525176,MID
TRX,1785589200000,1,-1.171233503002088,0,0.0005862368259031,HIGH
ADA,1785589200000,1,35.263849229012216,0,0.0031280669857851,HIGH
STBL,1785591900000,1,206.97481926732192,1,0.0061546253838366,MID
JUP,1785592800000,-1,12.169744206726197,0,0.0023168392741962,HIGH
BANANA,1785592800000,1,51.96704645515904,1,0.0039471353604934,MID
RUNE,1785592800000,1,88.4202130090964,0,0.0021476004659061,LOW
GOAT,1785594600000,1,178.60936041921,0,0.0042698371940592,LOW
KAITO,1785595500000,1,207.1274543575609,1,0.0075775847382895,HIGH
DOT,1785595500000,1,118.07715148722704,0,0.0020675851547821,HIGH
ZEC,1785595500000,1,26.553717602534103,0,0.0022913675246431,HIGH
BOME,1785597300000,-1,31.782608695653018,0,0.0061253407576324,HIGH
HYPER,1785597300000,1,51.59382882416015,1,0.0036367038285913,MID
kSHIB,1785598200000,1,203.6522338122401,1,0.0068825410518716,MID
SKR,1785599100000,-1,-62.01445854234303,1,0.0042454802603797,MID
LDO,1785599100000,-1,-55.55117629086464,0,0.0030768811809516,HIGH
TNSR,1785600000000,-1,40.00363876943488,0,0.0032196424537095,LOW
LDO,1785600000000,-1,93.57540546340825,0,0.0030857187621545,HIGH
CRV,1785600900000,-1,-121.71921182266122,0,0.0018749853073825,HIGH
INIT,1785600900000,1,101.01538642697388,0,0.0030068603109936,LOW
DYM,1785600900000,1,70.74631268436534,1,0.0036620948214063,MID
VINE,1785600900000,1,104.91775531068907,0,0.002811762364884,HIGH
USUAL,1785600900000,1,146.8127340823974,1,0.0049129184974948,MID
ZEC,1785601800000,1,74.37679964482713,0,0.0021947782899845,HIGH
CRV,1785601800000,-1,-92.10891089109028,0,0.0019165227865008,HIGH
LDO,1785602700000,-1,16.679591648472492,0,0.0031045533558478,HIGH
POPCAT,1785602700000,-1,-94.2891986062712,0,0.0026417150939468,MID
CRV,1785602700000,-1,58.16055889811452,0,0.0019559088788349,HIGH
STRK,1785602700000,-1,-401.4063745019924,0,0.0022411101731948,MID
LTC,1785602700000,-1,7.675024984101968,0,0.0014695109373632,HIGH
FET,1785603600000,-1,85.34937508978459,0,0.0023094129550223,MID
WIF,1785603600000,-1,-168.12312441668436,0,0.002507206912685,MID
LDO,1785603600000,-1,16.126947400894938,0,0.0029966863472995,HIGH
POPCAT,1785603600000,-1,-24.699059707413333,0,0.0026571603496305,MID
KAITO,1785603600000,1,-333.89486219802603,0,0.0094224334019483,HIGH
STABLE,1785603600000,-1,7.406136647440181,0,0.0022346875818582,LOW
TNSR,1785603600000,-1,-82.57559681697633,0,0.003295139331422,LOW
KAITO,1785604500000,1,149.13575190169686,0,0.0095305261543686,HIGH
BTC,1785604500000,-1,0.0252850136933955,0,0.0006497536983226,HIGH
WIF,1785604500000,-1,-96.12062369161812,0,0.0025466197528805,MID
JUP,1785604500000,-1,16.983172065628494,0,0.0019358440705283,HIGH
SOL,1785604500000,-1,44.281651668724535,0,0.0011058778694246,HIGH
TNSR,1785604500000,-1,-56.19148936170227,0,0.0033059503633245,LOW
UMA,1785604500000,-1,-1.5217596972565486,0,0.0026193730324037,LOW
AERO,1785604500000,-1,-85.03566340816451,0,0.0021709387365638,HIGH
LINK,1785604500000,-1,10.01615242534356,0,0.0012570150072545,HIGH
SOL,1785605400000,-1,20.228642167635908,0,0.001147033497613,HIGH
AVAX,1785605400000,-1,-137.73030163736937,0,0.0014965259342708,HIGH
IO,1785605400000,-1,31.20752565564469,0,0.0026519299973458,MID
LINEA,1785605400000,-1,10.611615245010883,0,0.0026401361630567,LOW
KAITO,1785605400000,1,183.44206394635827,0,0.0097621380525059,HIGH
OP,1785606300000,-1,-53.19720329867214,0,0.0018877659500045,MID
PYTH,1785606300000,-1,35.47842367585062,0,0.0023672203214071,MID
ICP,1785606300000,-1,-49.37313287122945,0,0.0014429284211517,HIGH
FIL,1785606300000,-1,80.36896109448513,0,0.0022732137960422,MID
ETC,1785607200000,-1,13.031023848055678,0,0.001648701865511,LOW
LDO,1785607200000,-1,63.88963210702328,0,0.0030708371416417,HIGH
FIL,1785607200000,-1,36.41013772051807,0,0.0023305816460803,MID
LINEA,1785608100000,-1,19.76867030965299,0,0.0026568942511605,LOW
BTC,1785608100000,-1,7.87547580206634,0,0.0006084136381965,HIGH
ETH,1785608100000,-1,111.4275921627897,0,0.0008808981778225,HIGH
ZRO,1785608100000,-1,95.95235063730836,1,0.0037031726661741,HIGH
XAI,1785608100000,-1,30.388981636060187,0,0.003197205772938,LOW
ETC,1785608100000,-1,30.187532499311864,0,0.0016525497181087,LOW
LDO,1785608100000,-1,29.90494815918561,0,0.003070850396458,HIGH
SUI,1785608100000,-1,21.248517735424645,0,0.0013612193422654,HIGH
AVAX,1785608100000,-1,16.111019095093972,0,0.0014657153271608,HIGH
LINK,1785608100000,-1,21.56696055568753,0,0.0012700513628108,HIGH
CC,1785608100000,-1,15.0754002410043,0,0.001866570528906,HIGH
BLUR,1785608100000,-1,68.04923209415827,0,0.0026590023753627,LOW
SEI,1785608100000,-1,37.61559540994825,0,0.0018687140558509,MID
AERO,1785608100000,-1,102.54676685782212,0,0.0020237855258076,HIGH
SOL,1785608100000,-1,21.477236170361163,0,0.0012196308863341,HIGH
BIO,1785608100000,-1,13.65391366971186,0,0.0022279065115035,MID
OP,1785608100000,-1,9.02356618973222,0,0.0019172055994285,MID
TNSR,1785608100000,-1,10.355592654423496,0,0.0032924238128186,LOW
CHIP,1785608100000,-1,56.70747345221392,0,0.0036189250730014,MID
AXS,1785608100000,-1,28.464046276351706,0,0.0017219284640782,LOW
ENA,1785609000000,-1,124.74526461519125,0,0.0028669589233077,HIGH
EIGEN,1785609000000,-1,47.87620124364115,0,0.0029226521341074,MID
FOGO,1785609000000,-1,72.89668258048879,0,0.0024503443657177,MID
MINA,1785609000000,-1,28.9655069878078,0,0.0020448172161722,LOW
SPX,1785609000000,-1,50.32576044427695,0,0.0020789002548911,HIGH
NIL,1785609000000,-1,109.37176931163276,0,0.0049915477729118,HIGH
DOGE,1785609000000,-1,59.065757725514814,0,0.001583461790962,HIGH
ZRO,1785609000000,-1,46.37344404111128,1,0.0037304659641037,HIGH
AZTEC,1785609000000,-1,72.68590350047299,0,0.0018281035227725,LOW
SOL,1785609000000,-1,50.41655069652506,0,0.001303451548865,HIGH
GALA,1785609000000,-1,8.325028312571058,0,0.0026493374859638,LOW
AXS,1785609000000,-1,29.832336203123155,0,0.0017865080127928,LOW
BIGTIME,1785609000000,-1,87.57971014492857,0,0.0029131110989733,LOW
ETH,1785609000000,-1,126.4091951512494,0,0.0014655408414986,HIGH
LTC,1785609000000,-1,42.28716177580577,0,0.0015013603418049,HIGH
XRP,1785609000000,-1,31.15883859948807,0,0.0009570770865112,HIGH
TRB,1785609000000,-1,85.91877755361396,0,0.0015162850789939,LOW
LINEA,1785609000000,-1,42.87155963302764,0,0.002746807543113,LOW
GRAM,1785609000000,-1,21.59312839059564,0,0.0019162526245242,HIGH
BCH,1785609000000,-1,32.863138509257006,0,0.0016222447429297,MID
RENDER,1785609000000,-1,77.16032064128363,0,0.001863718116059,MID
VIRTUAL,1785609000000,-1,27.8226130931498,0,0.0022218814258965,HIGH
AIXBT,1785609000000,-1,64.7442357974801,0,0.0033635460397645,MID
AVNT,1785609000000,-1,45.058604456790576,0,0.0026220908990827,MID
STRK,1785609000000,-1,-103.72522159548622,0,0.0022266154843488,MID
POPCAT,1785609000000,-1,33.32332476354491,0,0.0025821098568709,MID
ETC,1785609000000,-1,112.80213408992776,0,0.001844840051093,LOW
LDO,1785609000000,-1,51.97766532346183,0,0.0031163966956961,HIGH
XAI,1785609000000,-1,97.84033613445256,0,0.0032661664240374,LOW
STX,1785609000000,-1,85.97456810261782,0,0.0022328970415759,LOW
APT,1785609000000,-1,77.43875685557512,0,0.0017444399929871,MID
REZ,1785609000000,-1,72.2177355502768,0,0.0036423711998466,LOW
AAVE,1785609000000,-1,70.79291096846232,1,0.0043066628460596,HIGH
BLUR,1785609000000,-1,59.97046902142463,0,0.0027715770072745,LOW
kLUNC,1785609000000,-1,52.888964507414144,0,0.0021027504802447,LOW
SEI,1785609000000,-1,35.09664257975774,0,0.0019050535314162,MID
NXPC,1785609000000,-1,100.48605981900072,0,0.0034821875616996,LOW
FIL,1785609000000,-1,18.02080483766492,0,0.0023330085657139,MID
IO,1785609000000,-1,55.34932821496989,0,0.0026391430878072,MID
JUP,1785609000000,-1,75.57711706928639,0,0.0019269689508678,HIGH
FET,1785609000000,-1,31.13712957582788,0,0.0023290035875665,MID
JTO,1785609000000,-1,105.15728292732278,0,0.0031878117659368,HIGH
BIO,1785609000000,-1,21.862128198173536,0,0.0022580500170199,MID
BOME,1785609000000,-1,210.1438721136761,0,0.0060455444561872,HIGH
TAO,1785609000000,-1,36.29787791459262,0,0.0023159586680691,HIGH
SUPER,1785609000000,-1,62.5936160488189,0,0.00165377364492,LOW
kFLOKI,1785609000000,-1,38.74327883516411,0,0.0023390333855226,LOW
APE,1785609000000,-1,29.169117647059103,0,0.0026041050743568,LOW
GMT,1785609000000,-1,38.37931034482642,0,0.0033073927818694,LOW
AR,1785609000000,-1,55.66478939340614,0,0.002227769605756,LOW
SAND,1785609000000,-1,83.38100104630536,0,0.0030288238707949,LOW
BNB,1785609000000,-1,27.630003480682056,0,0.0012386912427228,HIGH
PENGU,1785609000000,-1,51.31093007467738,0,0.0028411264611286,HIGH
ONDO,1785609000000,-1,56.19962112242413,0,0.0026472820201123,HIGH
PENDLE,1785609000000,-1,120.94284047827448,0,0.0025773229680973,MID
OP,1785609000000,-1,66.02397674981849,0,0.0020082927885814,MID
YGG,1785609000000,-1,48.93338978266911,0,0.00313591040044,LOW
CHIP,1785609000000,-1,22.355173662816657,0,0.0036432546292306,MID
PAXG,1785609000000,-1,15.333168169656354,0,0.0003236002535688,HIGH
ALT,1785609000000,-1,44.11219682428916,0,0.0020772704798453,MID
ICP,1785609000000,-1,108.38491867915316,0,0.0015637488794971,HIGH
WIF,1785609000000,-1,116.5683872849229,0,0.0024930016684493,MID
AERO,1785609000000,-1,158.55891929510614,0,0.0020891412536924,HIGH
kBONK,1785609000000,-1,29.85870755750235,0,0.0026479406857199,HIGH
XPL,1785609000000,-1,170.07216834702305,0,0.0049929129876385,HIGH
MANTA,1785609000000,-1,72.84899155318098,0,0.0025752391207564,LOW
ME,1785609000000,-1,55.19924683327628,0,0.0022111199463319,MID
XLM,1785609000000,-1,20.0455592979969,0,0.0016605441178314,MID
ETHFI,1785609000000,-1,62.487219839074726,0,0.0031359455931379,MID
LINK,1785609000000,-1,94.98234552332929,0,0.0016893197050286,HIGH
CAKE,1785609000000,-1,10.584042325016178,0,0.0020932607074158,MID
BTC,1785609000000,-1,29.88154623466196,0,0.0006728479404754,HIGH
AVAX,1785609000000,-1,168.0507170226187,0,0.0020956243010635,HIGH
MELANIA,1785609000000,-1,126.90455991516552,0,0.0027742412738482,LOW
ENS,1785609000000,-1,42.24020393996784,0,0.0018926781292064,MID
SUI,1785609000000,-1,103.53876038491543,0,0.0017209006263265,HIGH
MEME,1785609000000,-1,76.68127490040035,0,0.004216363125581,LOW
ETHFI,1785609900000,-1,34.99663385525555,0,0.0031467734592277,MID
ETC,1785609900000,-1,52.01914046154063,0,0.001909427676578,LOW
AVAX,1785609900000,-1,135.8911663906331,0,0.0025185050804257,HIGH
DOGE,1785609900000,-1,12.471064730350284,0,0.0016136110465967,HIGH
CRV,1785610800000,-1,-1.0024968789021478,0,0.0020275560218073,HIGH
0G,1785610800000,1,84.9194630872487,1,0.0036460562887202,MID
STABLE,1785610800000,-1,8.414839291079396,0,0.0024535211950363,LOW
CRV,1785611700000,-1,49.2298111691449,0,0.0020955124727874,HIGH
0G,1785611700000,1,114.10385438972176,1,0.003649957280311,MID
STRK,1785611700000,-1,100.2204789430224,0,0.0029580996528793,MID
STABLE,1785611700000,-1,103.1506732985552,0,0.0026334548845081,LOW
AERO,1785616200000,-1,24.50412561884257,0,0.0021332329018762,HIGH
ICP,1785616200000,-1,78.49068322981351,0,0.0016335344758611,HIGH
ARB,1785620700000,1,51.17664104825499,0,0.0028479727363158,HIGH
INIT,1785625200000,1,17.491803278688895,0,0.0036024049485412,LOW
WIF,1785627000000,-1,76.61666052340566,0,0.0027494884233479,MID
WLFI,1785628800000,1,73.62423689063105,0,0.0023408275825956,MID
HYPER,1785628800000,1,-405.3812492207955,1,0.0111476657139648,MID
FOGO,1785629700000,1,-446.71017229171537,0,0.0028916308891586,MID
PAXG,1785629700000,1,-22.012345679011897,0,0.0002450008166306,HIGH
SKR,1785629700000,-1,105.72848082150408,1,0.0044828237252045,MID
STRK,1785629700000,-1,51.23445974134258,0,0.0030408148386905,MID
PAXG,1785630600000,1,0.2097972889551544,0,0.0002438081122901,HIGH
MET,1785630600000,-1,22.12262232324463,1,0.0037554365339486,MID
MET,1785631500000,-1,42.55262526972014,1,0.003705295547145,MID
DOT,1785632400000,1,-112.51680778786306,0,0.0022866417403907,HIGH
NEAR,1785632400000,1,-82.17424197994163,0,0.0026178883818012,HIGH
DYDX,1785632400000,1,26.388884086784245,0,0.0029198675477871,MID
kPEPE,1785632400000,1,-375.73695420660295,0,0.0030724404020443,HIGH
DOT,1785633300000,1,-90.608244290271,0,0.0022825425017078,HIGH
RSR,1785633300000,1,-283.5923616523773,0,0.0036568515684505,LOW
PUMP,1785635100000,1,111.73962930273602,0,0.0067057887891506,HIGH
kPEPE,1785635100000,1,-205.8681357117869,0,0.0032253557303629,HIGH
BTC,1785636000000,1,37.98360655737705,0,0.001119307701117,HIGH
TRUMP,1785636000000,1,66.28723331275295,0,0.0023106509405413,MID
kPEPE,1785636000000,1,45.78048780487848,0,0.003244105331434,HIGH
APT,1785636000000,1,-22.53124999999982,0,0.0022228767039499,MID
CELO,1785636000000,1,32.38904355211673,0,0.0020448243950745,LOW
ADA,1785636000000,1,-573.4129993229508,1,0.0035494885593471,HIGH
EIGEN,1785636000000,1,-148.083288554541,0,0.0033053968954716,MID
ENA,1785636000000,1,-727.1783895588652,1,0.0037548724292848,HIGH
VIRTUAL,1785636000000,1,-98.0012523705592,0,0.0023788146213075,HIGH
DOT,1785636000000,1,5.442859483094729,0,0.0022840790606843,HIGH
SOL,1785636000000,1,13.122641380534644,0,0.0016614171754568,HIGH
PAXG,1785636000000,1,-13.607331392766609,0,0.0002578784197841,HIGH
LIT,1785636900000,1,78.40085186937948,1,0.0050329460549622,HIGH
XLM,1785636900000,1,21.789576847689016,0,0.0017012140797042,MID
LINK,1785636900000,1,32.22959770462789,0,0.0022405291670046,HIGH
ATOM,1785636900000,1,41.24778761061995,0,0.0018663232119928,MID
AZTEC,1785636900000,1,57.38477741890133,0,0.0025275953208932,LOW
ENA,1785637800000,1,30.57233639481097,1,0.0037901123705134,HIGH
HYPER,1785637800000,1,139.0540409841015,0,0.0130843293353001,MID
XLM,1785638700000,1,-54.783659378595175,0,0.0017722082873771,MID
ENA,1785641400000,1,-432.4143486364872,1,0.00401769466306,HIGH
kPEPE,1785641400000,1,28.20665742024928,0,0.0032287817973172,HIGH
