sym,t,bar_close_ms,dirn,tier,rv,vratio,ats_ratio,entry,prior_h,prior_l,aligned,why,bars,fade_bps,fwd2,fwd4,fwd8,fwd16,fwd32,rv_pass,tier_pass,signalled,vpin30,vpin60,adverse_ofi,ats_tape,size_conc,big_share,prints_ratio
BCH,1785089700000,1785090600000,1,MID,0.0013557424238986,5.651331320340378,3.2262259315607165,214.73,214.58,208.92,0,reclaim,11,5.382620034460876,181.6234340800077,130.8620127602106,75.90928142318371,57.28123690215705,23.750756764309568,0,1,0,0.562515406290234,0.5778046581313189,-0.008722746341371435,2.9993552695523418,3.910296519936618,0.0,2.3636363636363638
XMR,1785090600000,1785091500000,-1,HIGH,0.0022853141846275,9.745331287949073,3.430828237549596,357.36,370.07,357.43,0,backstop,32,-148.79135885381788,7.555406312962801,19.30826057756877,3.0781284978736747,8.67472576673389,145.79135885381788,0,1,0,0.6180673151988276,0.6005022677081905,0.38903501520782696,3.344779185251784,5.833074865753768,0.07284978124363965,2.9220779220779223
BCH,1785091500000,1785092400000,1,MID,0.0022255490770456,20.01846089480428,2.451942333362262,218.63,215.3,208.92,0,reclaim,8,163.94872615834998,-49.85592096235665,-65.40730915244966,-166.94872615834998,-95.13790422174378,-155.51388190092877,0,1,0,0.48480078142198213,0.5026107952871438,0.3241427878664122,2.813325098992313,7.029390317453174,0.12373576593344945,7.074626865671642
MERL,1785093300000,1785094200000,1,MID,0.0064384934601096,8.420896623126126,2.887864692326996,0.019493,0.019392,0.017247,1,reclaim,1,100.62694300518174,-116.96506438208536,-35.397322115631056,226.2350587390347,-120.55609706048278,-211.87092802544512,1,1,1,0.6151999401654819,0.6307189380395305,-0.4555892478306058,3.030041848982507,2.0086280848474782,0.0,2.4814814814814814
WLD,1785094200000,1785095100000,1,HIGH,0.0040641627723962,16.215925139734974,2.077949497436024,0.35307,0.35236,0.32816,1,reclaim,1,32.970204208796936,-49.28201206559661,-98.8472540855919,-124.90440989038916,108.19384258079106,6.514288951199704,1,1,1,0.43139761594420145,0.5423319023507791,0.4771418743387184,2.1173782418634737,7.756406549803236,0.11418760695106302,7.254237288135593
STX,1785095100000,1785096000000,1,LOW,0.0038545868141551,16.084152625157742,7.226235994635577,0.14382,0.14377,0.13495,0,reclaim,4,32.460992907802144,25.72660269781736,-35.460992907802144,27.11722987067177,198.16437213183085,-15.296898901404392,1,0,0,0.9343345502641103,0.8937542443463176,0.8042370004541229,7.655448533800929,9.548899074169523,0.5708826653658358,2.050632911392405
MERL,1785096000000,1785096900000,1,MID,0.0067357156248302,9.887570802607671,5.000483587772171,0.019592,0.019565,0.017259,1,reclaim,1,82.74928542262047,18.3748468762767,-37.260106165780265,74.52021233156407,-83.19722335647201,-251.12290730910547,1,1,1,0.4146027345771576,0.4364961707624642,0.014037461938301595,5.443470076030626,1.73465458573937,0.0,1.6666666666666667
PUMP,1785096900000,1785097800000,1,HIGH,0.0047872190589111,30.71004578804612,5.248738856096508,0.001889,0.001882,0.001765,1,backstop,32,-537.6744309158282,-26.469031233456924,291.159343568025,772.8957120169395,518.7930121757544,534.6744309158282,1,1,1,0.7274364781925721,0.7123707223023064,0.6960208461970241,5.318870171959852,26.424491151905524,0.6745875728525106,5.878419452887538
LIT,1785097800000,1785098700000,1,HIGH,0.0032394799880491,21.04963963963964,2.0720326764026096,2.125,2.1107,2.0426,1,reclaim,1,72.29411764705888,-110.58823529411696,-101.17647058823565,14.588235294117087,146.35294117647013,548.7058823529413,0,1,0,0.5754529670747439,0.5983385556509183,0.16030123844457206,2.1082409336588337,3.3345780156973404,0.0,10.233333333333333
HBAR,1785099600000,1785100500000,-1,MID,0.0016513651595185,5.1693120214609065,1.7390398558234563,0.069307,0.071094,0.069628,1,reclaim,2,74.91420780007975,-77.91420780007975,-94.21847721009436,-135.19557909013625,-38.95710390003988,-81.08849034008209,0,1,0,0.5482222086373342,0.5309889265595504,0.3059877010681283,1.6382459316411684,2.1121179100891374,0.0,3.774193548387097
PAXG,1785099600000,1785100500000,1,HIGH,0.0001669369759905,13.23441615452151,2.8956641053787044,4065.3,4064.5,4051.9,1,backstop,32,-57.11654736427816,11.561262391458976,40.833394829409656,33.45386564337173,85.35655425183829,54.11654736427816,0,1,0,0.9353629096633304,0.8396097479577609,0.8396097479577609,2.8989694061682565,2.829210414994297,0.0,5.0
WIF,1785100500000,1785101400000,-1,MID,0.0033248954630312,6.149896044688259,1.7683692496192238,0.15334,0.16138,0.15347,0,reclaim,3,15.260075648884992,35.215860179993,-27.39011347332749,-28.04225903221507,-62.60597365331868,-97.16968827442228,0,1,0,0.10539782533450645,0.2243754903489937,0.17947154304692461,1.7863796623086945,8.38454645459058,0.0,2.735632183908046
MERL,1785100500000,1785101400000,1,MID,0.007156045203766,23.80204080540648,4.70445272139469,0.019934,0.019727,0.017259,1,reclaim,1,115.89234473763474,-68.22514297180732,-400.82271495936646,-339.1190930069226,-301.49493327982384,-289.4552021671521,1,1,1,0.49317346103928617,0.49401766032858635,0.305542863316312,5.257707547158246,2.655398916084234,0.0,4.0344827586206895
PUMP,1785100500000,1785101400000,1,HIGH,0.005309826177556,37.13695883764886,3.0085759204210416,0.001944,0.00191,0.001765,1,backstop,32,-90.44855967078234,180.04115226337385,468.1069958847733,128.6008230452667,354.9382716049385,87.44855967078234,1,1,1,0.3844893206215526,0.394829728630694,0.28565951371326265,3.2058070109618213,8.59720559192486,0.3647283871227038,12.311764705882354
CRV,1785101400000,1785102300000,1,HIGH,0.0021026043781882,27.726054278458044,3.7360060648866784,0.20837,0.20715,0.20149,1,backstop,32,-108.10150213562402,3.359408744060409,61.909103997697045,93.1036137639774,64.78859720689111,105.10150213562402,0,1,0,0.7355796870263684,0.7093432508491629,0.6792942909912565,3.871224404833604,5.931298420868968,0.2456235683955319,6.24
NIL,1785101400000,1785102300000,1,HIGH,0.0062945262471785,14.518939668284204,4.516678437528676,0.038552,0.038279,0.034652,0,reclaim,2,77.1514837103143,-80.1514837103143,-126.06349865117252,-165.7501556339491,509.1824029881717,826.6756588503827,1,1,0,0.5922880746845971,0.6342105321658645,0.17927267939902147,4.993226968867145,4.427657257011796,0.0,2.782608695652174
PUMP,1785101400000,1785102300000,1,HIGH,0.0055960925002781,27.291795288581536,2.4228281173932134,0.00198,0.001949,0.001768,1,backstop,32,62.6565656565656,242.42424242424173,363.6363636363637,207.07070707070608,95.95959595959556,-65.6565656565656,1,1,1,0.33439712504146385,0.34723270140484247,0.23276267714567872,2.643114099606263,14.550671618021946,0.30186694041803536,11.20234604105572
ENS,1785102300000,1785103200000,1,MID,0.0028358321256014,6.272165334665335,4.083614398140208,4.617,4.5799,4.3133,1,reclaim,23,102.91293047433338,14.944769330734038,36.38726445743973,10.829542993285452,3.0322720381206194,-68.00952999783333,0,1,0,0.37252103770065736,0.36197749003931146,0.285974270029198,4.501241399242225,2.526805359538799,0.0,2.48
PAXG,1785102300000,1785103200000,1,HIGH,0.0001970836015924,8.056189640035118,6.8232711306256855,4071.4,4070.0,4051.9,1,backstop,32,-36.64935894286933,22.84226555975765,31.684432873213368,37.33359532347551,71.22857002505168,33.64935894286933,0,1,0,0.9378642614819656,0.8310223780068459,0.7957599016083244,4.999769687845753,7.073342717695667,0.0,1.4838709677419355
WIF,1785102300000,1785103200000,-1,MID,0.0032775721850804,5.452097253626686,3.014893213403316,0.1528,0.16138,0.15294,0,reclaim,1,50.664921465969584,-62.82722513089113,-28.795811518324346,-43.19371727748833,-99.47643979057732,-198.9528795811528,0,1,0,0.5904961066884922,0.4018097852805263,0.2800498486920813,3.9700281530636925,14.915407307178224,0.0,2.13953488372093
BNB,1785103200000,1785104100000,1,HIGH,0.0007612954127802,27.820773549594502,4.419707148060207,575.48,574.6,568.56,1,reclaim,8,18.1996941683469,10.59984708417345,-7.993327309377152,-21.1996941683469,-42.57315632168008,1.911447834851144,0,1,0,0.5974083202673292,0.5855944568466916,-0.30135594658935205,4.468454875687007,10.230851578833665,0.369320825713659,6.813953488372093
LINK,1785103200000,1785104100000,1,HIGH,0.0022994257778091,38.10156993339677,7.5470032633244335,8.7049,8.66,8.3665,1,backstop,32,-169.91748325655536,73.52180955553774,87.30714884720159,100.28834334684952,62.49353812220627,166.91748325655536,0,1,0,0.7622129289931432,0.7565070740085227,0.5715813487298531,8.060457874825369,11.556986213995918,0.5312751973567638,3.8447488584474887
DASH,1785103200000,1785104100000,1,MID,0.0015900333018561,5.42274052478134,2.6464227446913453,32.826,32.768,32.329,0,reclaim,14,24.112654603058136,34.423932248827015,29.245110583073338,28.94047401450036,-23.761652348748843,27.41729117163112,0,1,0,0.20907879645336974,0.3967907215156734,-0.00047958781846942013,2.702021060973587,6.887403213996011,0.0,1.9130434782608696
PUMP,1785103200000,1785104100000,1,HIGH,0.0060689849046279,24.896281050248003,2.085823984785864,0.002028,0.001993,0.001768,1,reclaim,4,223.8244575936885,118.34319526627291,-226.8244575936885,-202.16962524654733,-152.85996055226715,-133.13609467455464,1,1,1,0.33279293045590286,0.3338440755772606,0.2834627635818482,2.309660582697376,12.175134530456539,0.35972936348847423,11.570621468926554
PAXG,1785103200000,1785104100000,1,HIGH,0.0003249537691422,41.60033305578685,5.0013247340456655,4081.9,4071.4,4051.9,1,backstop,32,-13.779293956246088,7.349518606531272,-7.349518606531272,62.96087606261857,36.0126411720039,10.779293956246088,0,1,0,0.513792214952046,0.500992417533272,0.437063980671319,5.03728387010392,4.574251923515493,0.0,7.26984126984127
ENA,1785103200000,1785104100000,1,HIGH,0.0042021356275181,97.132309769346,6.108458142352152,0.088164,0.08645,0.084342,1,backstop,32,-162.9292228120315,37.5436686175761,155.84592350619303,128.73735311464964,179.55174447620195,159.9292228120315,1,1,1,0.3227449656186273,0.3310543331950751,0.23902465917307888,6.388936186092299,19.265046396598148,0.4033096904554838,14.157303370786517
PENDLE,1785103200000,1785104100000,1,MID,0.0024322793065742,40.79743281187324,5.445647619541694,1.5364,1.5337,1.469,1,backstop,32,-226.24915386618068,111.29914084873803,124.3165842228594,102.18693048685267,17.573548555063294,223.24915386618068,0,1,0,0.4240736197726979,0.4966888214669764,-0.3085918258087342,5.469268272392172,11.259779971406267,0.28939657152835857,6.085714285714285
VIRTUAL,1785103200000,1785104100000,1,HIGH,0.0026191653584678,168.69845237824694,10.028461020803263,0.60012,0.59376,0.579,0,reclaim,9,104.97840431913689,-46.82396853962506,-3.832566819968547,-81.3170699193494,-13.99720055988722,99.31347063920492,0,1,0,0.06623034595841021,0.07054614480606845,-0.06366308433399362,10.198456842085378,6.956740818157314,0.3252188812403625,14.987341772151899
SOL,1785103200000,1785104100000,1,HIGH,0.0014202185621883,13.208965733573384,2.458959500718614,76.072,75.94,74.283,1,backstop,32,-108.03207487643184,75.58628667578121,92.80681459669827,66.64738668629597,53.23903670207187,105.03207487643184,0,1,0,0.3687446092096882,0.5535321760354187,0.39432214333807203,2.5006353155197303,11.979930219579062,0.6619020017238083,5.383399209486166
NEO,1785103200000,1785104100000,1,LOW,0.0015545903599282,8.482372335988241,5.257686293617944,1.9879,1.9868,1.9629,1,reclaim,9,13.600432617335285,24.14608380703212,15.091302379394795,13.079128728808971,-46.783037376126,-42.75869007495323,0,0,0,0.769296994899053,0.7145981535311245,0.22227572347063154,5.309433117683823,2.5751616579930126,0.0,1.565217391304348
AAVE,1785103200000,1785104100000,1,HIGH,0.0034903691203644,21.41199200309124,2.62188211572975,98.795,98.103,91.427,1,backstop,32,-194.81132648413345,200.9210992459132,153.347841489954,279.87246318133515,185.73814464294688,191.81132648413345,1,1,1,0.6857040719878504,0.6823038923489713,0.6548285834803901,2.7673745932173572,6.896644224856144,0.23776777263981932,6.933333333333334
ETH,1785103200000,1785104100000,1,HIGH,0.0014906359819351,17.898438478851016,2.341975989516796,1937.4,1929.9,1871.6,1,backstop,32,-170.75059357902342,50.58325590998221,98.06957778465984,57.80943532569329,44.389387839371885,167.75059357902342,0,1,0,0.3574727210922196,0.33443382680151773,0.178878425985981,2.4063661563463556,11.659353242846155,0.6918706704462144,7.789877300613497
XRP,1785103200000,1785104100000,1,HIGH,0.001148008654304,13.079826046348725,1.5210809028361456,1.1086,1.1063,1.095,1,reclaim,13,31.277467075591066,36.08154429009564,32.47338986108649,19.84484935955241,-14.43261771603866,29.76727403932961,0,1,0,0.3602976353463153,0.4107663851507113,0.13434730607130652,1.6490501631334769,10.47232870228597,0.3334390979623097,7.521739130434782
BTC,1785103200000,1785104100000,1,HIGH,0.0009299923715119,22.488742697504104,2.7688059270325214,65173.0,64907.0,64262.0,1,backstop,32,-62.84073159130314,42.04194988722323,32.68224571525018,2.9153176929096403,1.3809399597993033,59.84073159130314,0,1,0,0.5068994928566579,0.501653480462947,0.3069961091092655,2.787700797854148,105.1962555358612,0.8857883268160734,7.77028258887876
ZEC,1785103200000,1785104100000,1,HIGH,0.002842370457664,10.82344553266539,1.4947991832933814,504.2,500.41,483.1,1,backstop,32,-42.666798889329634,38.476794922649695,27.965093216977888,109.08369694565648,-2.7766759222528035,39.666798889329634,0,1,0,0.514698326943913,0.5580395763048694,0.34090722334357154,1.527689524859553,5.3921937380060845,0.15808974162204525,7.206008583690987
JUP,1785103200000,1785104100000,1,HIGH,0.0023219429435307,12.6867166718589,3.987114411974439,0.19055,0.18946,0.18499,1,backstop,32,-148.89346628181605,83.9674626082388,57.727630543164,55.103647336656806,66.12437680398904,145.89346628181605,0,1,0,0.539313991087003,0.531129181388391,0.5197504613869658,4.131027699992055,4.695656605312743,0.0,3.116279069767442
XLM,1785103200000,1785104100000,1,MID,0.0019033153642618,5.947633292275206,2.7370712375955195,0.18087,0.18039,0.17617,1,backstop,32,-116.89395698568066,79.0623099463696,100.62475811356155,73.53347708298766,32.067230607618576,113.89395698568066,0,1,0,0.5036596738160569,0.43296455268930106,0.14189842439870207,2.7313031379738035,5.131624766016389,0.0,2.096774193548387
0G,1785103200000,1785104100000,1,MID,0.002143485407406,5.915215989684075,4.781210211163223,0.17656,0.17636,0.17197,0,reclaim,6,12.292251925690556,-4.531037607611959,1.699139102854681,-5.663797009514555,-11.327594019030682,10.194834617128087,0,1,0,0.4850666549976447,0.45790817316272603,0.3909779395218548,4.825470393346639,4.274863215631654,0.0,1.2083333333333333
SOL,1785104100000,1785105000000,1,HIGH,0.0014610389688814,8.04920043586657,1.7130720133281396,76.365,76.18,74.283,1,backstop,32,-43.72546323577648,43.08256400183432,37.582662214366025,13.749754468670725,24.88050808616669,40.72546323577648,0,1,0,0.455654084872448,0.45738925520794455,0.33095363102715647,1.7793847593025527,12.934247959197139,0.4910396434251269,4.5433376455368695
LTC,1785104100000,1785105000000,1,HIGH,0.0020297914255785,10.105867757202592,3.158936739029764,48.169,48.135,46.477,1,reclaim,2,21.4970831862806,-24.4970831862806,-74.11405675849599,-108.5760551391966,-177.91525670036734,-165.66671510722557,0,1,0,0.6375336647394704,0.6387591496958256,0.6142247893493954,3.2537557823138834,5.918403330333921,0.1903721693337299,3.3763440860215055
AAVE,1785104100000,1785105000000,1,HIGH,0.003911093212652,69.40854487760653,3.052122691969602,100.6,98.954,91.462,1,backstop,32,-23.874751491054468,-40.75546719681875,7.952286282307407,21.86878727634184,-20.874751491053058,20.874751491054468,1,1,1,0.34109515032271076,0.3562089161204104,0.34903070758430693,3.255097285724833,17.64787869982281,0.3621292038843847,22.019900497512438
MET,1785104100000,1785105000000,1,MID,0.0055048081088412,5.881569785254714,1.6500580737776855,0.17667,0.17474,0.15955,1,reclaim,20,185.48700967906265,-21.50902813154421,-44.1501103752761,-37.35778570215622,159.05360276221245,-321.50336786098325,1,1,1,0.5125099170811147,0.8272197887758472,0.8266862258325253,1.7800695613879862,2.6009418142053424,0.0,3.3333333333333335
ENA,1785104100000,1785105000000,1,HIGH,0.0042459410362937,36.80192992722708,2.901078603879836,0.088726,0.088181,0.084342,1,backstop,32,-86.51554223113918,-0.3381196041749881,179.99233595563882,21.18882852827893,203.4352951784145,83.51554223113918,1,1,1,0.3772443457809138,0.3831895819444445,0.15049952943251096,3.0419986912113344,7.101735674237053,0.13945172942093056,11.247191011235955
DASH,1785104100000,1785105000000,1,MID,0.001601510018089,14.45163000265041,7.388573813468525,32.898,32.846,32.329,0,reclaim,8,13.718341540519097,9.423065231928629,9.11909538573592,-16.718341540519095,-38.90814031248103,9.423065231928629,0,1,0,0.5855348132993988,0.5857799632158436,-0.43567587617982156,7.570683237396707,5.058527153017988,0.0,1.826086956521739
NEO,1785104100000,1785105000000,1,LOW,0.001550098766517,11.835566479029572,6.953223521452958,1.9898,1.9883,1.9629,1,reclaim,4,5.041009146648134,2.0102522866617547,-8.041009146648134,-26.13327972660616,-58.79987938486303,-62.82038395818653,0,0,0,0.8977941219827156,0.8089228337663199,-0.03486290339117526,7.021424572529867,2.5227344669061216,0.0,1.6521739130434783
PEOPLE,1785105000000,1785105900000,1,HIGH,0.0096530153204173,5.610753721182824,3.008261664724296,0.006278,0.006271,0.005593,1,reclaim,1,19.30009557183836,-79.64319847085011,-36.63587129659061,293.0869703727304,175.21503663587106,387.06594456833415,1,1,1,0.6460955958833111,0.4976864474593686,-0.048184314276815576,3.236912427076223,2.471660585385132,0.0,2.0
XPL,1785105000000,1785105900000,1,HIGH,0.0026585665009819,24.522837666843543,3.463880460643448,0.084667,0.084025,0.08191,1,backstop,32,-90.873669788701,-4.724390848856372,72.87372884358635,-20.905429506184284,167.59776536312728,87.873669788701,0,1,0,0.6540916882716258,0.5871989864683516,0.08575779522532728,3.559824320539106,7.839470574152765,0.2854066089439222,6.47191011235955
PUMP,1785105000000,1785105900000,1,HIGH,0.0061055068551432,17.21388756978301,1.874648707330352,0.002052,0.002042,0.001768,1,reclaim,2,338.1306042884999,-341.1306042884999,-151.0721247563363,-336.2573099415207,-292.39766081871426,-219.29824561403456,1,1,1,0.3597672459676315,0.3483966129149486,0.27455617178254793,2.112178486889328,14.216371532516083,0.28152981122564713,8.645333333333333
SPX,1785105000000,1785105900000,1,HIGH,0.0036134203931588,15.55937114496371,2.971644668972374,0.34222,0.34098,0.33021,1,backstop,32,-63.77961545204754,98.76687510957846,153.99450645783404,35.64958214014373,15.194903863011072,60.77961545204754,1,1,1,0.641420185331635,0.6794069055161754,0.6221184169111619,2.9244330948955692,2.073652645054764,0.0,4.9393939393939394
TIA,1785105000000,1785105900000,1,MID,0.0026362849369404,15.187297486645065,3.9566249881283553,0.35091,0.34937,0.33749,0,reclaim,7,44.59055028354862,-13.963694394573832,-16.813427944486605,-54.14493744834895,-15.38856116953022,-41.03616311874831,0,1,0,0.4977364307919818,0.5019976696897389,0.3245304028264273,4.052710401866751,2.497663761415323,0.0,3.8275862068965516
SAND,1785105000000,1785105900000,1,LOW,0.0020293302842662,26.54735976987877,10.590568929762872,0.045958,0.045799,0.044486,0,reclaim,9,48.78641368205798,53.09195352278193,36.11993559336774,-23.282127159579613,-83.33695983289121,-79.63793028417213,0,0,0,0.1275371249640915,0.2282252758472045,0.17069197053164264,10.777910973455258,1.8715052753432544,0.0,2.391304347826087
PENDLE,1785105000000,1785105900000,1,MID,0.0025484044028348,7.473724007561437,2.231140748961865,1.5535,1.5422,1.469,1,reclaim,10,76.17605407145284,12.874155133569367,7.724493080140764,-61.79594464113326,-81.75088509816642,56.646282587704654,0,1,0,0.6364738036762551,0.4662761700751758,-0.19231852720071133,2.2947072602696386,4.924420291878366,0.0,2.75
AAVE,1785105000000,1785105900000,1,HIGH,0.0038631135484113,10.980309383499549,1.3142999564215745,100.78,100.77,91.478,1,reclaim,1,55.54336177813092,-46.63623734868018,12.899384798570695,-20.8374677515388,-47.62849771780155,47.62849771780155,1,1,1,0.23213612015399737,0.3309951519247094,0.30219002631456177,1.417716144215781,5.8676186544313005,0.06013840797308515,7.855072463768116
JUP,1785105000000,1785105900000,1,HIGH,0.0024008588849275,5.155373189070237,1.9267799646830448,0.19215,0.19137,0.18499,1,reclaim,3,57.88992974238754,-26.02133749674736,-20.81706999739702,-57.24694249284361,-1.5612802498035123,35.3890189955771,0,1,0,0.4150965438796451,0.5024750459263548,0.4792886036707471,2.019899463242523,2.4902417431576405,0.0,2.539325842696629
XLM,1785105000000,1785105900000,1,MID,0.0019802921972814,5.053023648055097,3.019949140433129,0.1823,0.18182,0.17617,1,reclaim,10,26.621503017004112,21.393307734503647,8.776741634669294,-6.582556226000068,-18.10202962150285,19.747668678003247,0,1,0,0.6016620922470761,0.5472689215318614,-0.042149861564362685,3.070116204691803,5.06460891682093,0.0,1.5555555555555556
BTC,1785105000000,1785105900000,1,HIGH,0.0010075888130465,12.413104665863395,1.863688961967901,65447.0,65223.0,64262.0,1,reclaim,6,35.962824881201584,-9.320518893150185,-10.084495851605116,-47.8249575992788,-35.44853087230889,8.250951151313275,0,1,0,0.3938106745168292,0.46065519067949423,0.3459399642741691,1.8893192715792835,19.677535771721825,0.8245070469186554,6.124384787472036
NEAR,1785105000000,1785105900000,1,HIGH,0.0018939290144858,9.387501637834166,1.646113906593874,1.818,1.8137,1.785,1,backstop,32,-205.4202420242021,33.00330033003303,84.15841584158343,121.5621562156216,153.46534653465366,202.4202420242021,0,1,0,0.48584683868327533,0.44141242993183527,0.4116772326812383,1.6592112296280506,4.9921172068113275,0.09943676801934064,5.314606741573034
SOL,1785105000000,1785105900000,1,HIGH,0.0015016015622792,12.087209051913227,1.9041789455148488,76.647,76.379,74.283,1,reclaim,9,40.83733218521253,17.09134082221094,3.5226427648832987,-33.530340391666336,-7.828095033073997,25.049904105834937,0,1,0,0.5893392796810346,0.4977676480921463,0.41194018098059254,1.9772884218854943,12.517244376257679,0.6552510538062407,6.1101152368758
ETH,1785105000000,1785105900000,1,HIGH,0.0015612136112366,12.349529521811297,2.24113712274412,1947.2,1939.9,1872.6,1,backstop,32,-130.8759244042721,47.24732949876769,30.299917830730607,-33.381265406737874,-8.216926869351562,127.87592440427208,0,1,0,0.22872308831142585,0.3084958063066742,0.16146489521579208,2.278757845270705,10.827671755977974,0.7182115865404965,5.478651685393259
LINK,1785105000000,1785105900000,1,HIGH,0.0023529637655726,29.05729127456147,6.32272763245575,8.7689,8.7521,8.3665,1,reclaim,17,34.74703782686656,13.684726704604287,44.13324362234761,-0.4561575568210883,-15.623396321089356,90.5472750287946,0,1,0,0.5004155317441336,0.6422920971611376,0.46627720394334277,6.608257706982074,15.101627693970515,0.494040552641546,3.495575221238938
PUMP,1785105900000,1785106800000,1,HIGH,0.0061044911817595,6.341593512316586,1.0858346219700858,0.002057,0.002056,0.001768,1,reclaim,1,361.6086533787068,-427.80748663101593,-189.59649975692744,-354.8857559552733,-369.4701020904214,-179.87360233349395,1,1,1,0.28420256963124835,0.34702621413297563,0.26342093617087936,1.226201285646725,5.326915419479302,0.06239090431496039,5.498666666666667
LIT,1785105900000,1785106800000,1,HIGH,0.0035800322294472,10.024004587907587,1.9803694672234693,2.1399,2.138,2.0518,1,backstop,32,-584.8028879854212,62.61974858638395,39.7214823122584,97.66811533249285,369.17612972568895,581.8028879854212,1,1,1,0.504741903533452,0.5559482921430906,-0.07799491751537344,2.0303962523996657,4.377414483946502,0.0,4.7682926829268295
ZEC,1785105900000,1785106800000,1,HIGH,0.0028613828721677,8.02782854144426,2.2296541824117937,507.71,507.0,483.36,1,reclaim,1,38.362194953811546,-15.560063815957214,14.969175316618694,-22.25680014181315,1.3787398317936062,-60.86151543203748,0,1,0,0.5264561218802545,0.47801789792433,0.30531786542307787,2.298918588824222,6.6766817015634015,0.44411526391328965,3.4344262295081966
NEAR,1785105900000,1785106800000,1,HIGH,0.0019341682497872,13.102472999917737,1.954548282214656,1.8252,1.82,1.785,1,backstop,32,-162.982467674776,2.7394258163498084,66.29410475564322,88.7573964497041,140.80648696033344,159.982467674776,0,1,0,0.6116617346591243,0.5817731806195666,0.5728694360374502,1.9752728111647477,5.002314398061714,0.03743011018194666,6.245810055865922
ETH,1785105900000,1785106800000,1,HIGH,0.0015618608768556,27.997309333999752,4.500019440147833,1949.0,1947.2,1872.6,1,reclaim,6,20.08876346844536,19.497178040020287,26.680348896870424,-37.45510518214446,-33.863519753719395,96.97280656747095,0,1,0,0.4370447122536768,0.38425356303610303,0.29683622703364915,4.588715793474013,39.73464531252287,0.858579236729834,6.089970501474927
LINK,1785105900000,1785106800000,1,HIGH,0.002360162602409,11.30595498004969,2.1372745864190983,8.7894,8.7761,8.3665,1,reclaim,7,20.778642455686427,9.670739754704222,39.02427924545475,-30.149953352902827,-60.98254715907935,70.53951350490293,0,1,0,0.4681756114379502,0.611717261961693,0.45335458915283694,2.272144313199026,9.434226765179082,0.09361512327317592,3.938053097345133
SPX,1785105900000,1785106800000,1,HIGH,0.0037066209018226,72.85675760966234,6.12287328413387,0.34572,0.34385,0.33021,1,reclaim,7,62.94932315168356,46.2802267731109,77.80863126229232,-49.46199236376388,-108.180030082148,-88.22168228624471,1,1,1,0.8232879012583799,0.81666750445463,0.7770788595163164,6.111222140644435,4.270003552029775,0.0,10.757575757575758
RUNE,1785106800000,1785107700000,1,LOW,0.0015613611255451,7.70649436713055,4.416096003971155,0.43497,0.43415,0.42542,1,reclaim,1,16.771478492770242,-6.4372255557855125,5.287720992251246,-12.64455019886545,14.253856587809594,42.991470676138185,0,0,0,0.7660571480324231,0.7427895896899114,0.47839579578739316,4.517455604338381,3.7410473248047262,0.0,1.6363636363636365
OP,1785106800000,1785107700000,1,MID,0.0019945938700672,6.957929699270255,2.2843005527961022,0.09487,0.09485,0.09212,1,reclaim,1,2.2703699799720143,11.594813955939602,21.08147991989098,50.59555180773777,72.73110572362286,-43.217033835774615,0,1,0,0.2006730467813612,0.22319660102798924,0.04136389130050634,2.3515411374569157,2.181103673899968,0.0,2.75
WLD,1785106800000,1785107700000,1,HIGH,0.0043498276210898,9.93725302281806,1.8890835495380005,0.35751,0.35629,0.32816,1,reclaim,4,54.34105339710767,-17.34217224693042,-57.34105339710767,-130.06629185197582,-60.97731531985162,-150.20558865486242,1,1,1,0.5433524000111505,0.6458210707837685,0.6114360485347694,1.9709208235682802,4.319292851258749,0.05152154100744669,5.105413105413105
LIT,1785106800000,1785107700000,1,HIGH,0.0036356564853409,6.094052105521874,1.6373820938753665,2.154,2.15,2.0518,1,reclaim,2,31.354688950789573,-34.35468895078957,-57.56731662024126,-14.3918291550598,284.12256267409435,512.0705663881155,1,1,1,0.3908314860914284,0.4834560647252364,-0.04678050292701431,1.684543752154897,4.934555015683483,0.0,3.5060975609756095
ETH,1785106800000,1785107700000,1,HIGH,0.0015965404112713,23.60704148105713,2.054169656105198,1956.4,1951.1,1872.6,1,reclaim,4,36.869147413617775,-16.86771621345421,-39.869147413617775,-72.07115109384654,-61.33714986710284,75.64915150275993,0,1,0,0.3824770911787436,0.3493110611865118,0.15994455908202118,2.0900032753912057,19.195507581593453,0.7449596932393996,10.547091412742382
AZTEC,1785106800000,1785107700000,1,LOW,0.0029034571739635,5.904285731091844,2.573152659509532,0.014713,0.01469,0.014134,1,reclaim,1,20.78848637259588,-28.546183647115047,-0.6796710392176987,-65.24841976483422,-45.53795962754101,44.858288588323305,0,0,0,0.40293467522641135,0.49186933445112796,0.486499599580287,2.622987019360438,1.8756384895083797,0.0,2.12
SAND,1785106800000,1785107700000,1,LOW,0.0021479169769375,10.591164988699404,5.895409545168683,0.046202,0.046004,0.044486,0,reclaim,4,55.87191030691343,-16.882386043894567,-58.87191030691343,-103.24228388381415,-147.39621661399963,-155.40452794251405,0,0,0,0.3358305985310205,0.18881700813727295,-0.03716093354966524,6.078767138501213,2.4017924709974405,0.0,1.6956521739130435
