sym,t,dirn,day
MNT,1787192100000,1,08-20
PENDLE,1787192100000,1,08-20
MNT,1787193000000,1,08-20
GRASS,1787193900000,-1,08-20
PUMP,1787193900000,1,08-20
MON,1787195700000,1,08-20
MET,1787195700000,1,08-20
CRV,1787196600000,1,08-20
kNEIRO,1787198400000,1,08-20
AERO,1787198400000,1,08-20
PNUT,1787198400000,1,08-20
ASTER,1787199300000,1,08-20
AERO,1787200200000,1,08-20
CHIP,1787200200000,1,08-20
LIT,1787201100000,1,08-20
INJ,1787201100000,1,08-20
CHIP,1787202000000,1,08-20
ASTER,1787202000000,1,08-20
XMR,1787202900000,-1,08-20
MINA,1787204700000,1,08-20
MINA,1787205600000,1,08-20
BOME,1787206500000,1,08-20
BIO,1787206500000,1,08-20
BOME,1787207400000,1,08-20
kNEIRO,1787207400000,1,08-20
MINA,1787208300000,1,08-20
MON,1787208300000,1,08-20
SPX,1787208300000,1,08-20
ASTER,1787208300000,1,08-20
BOME,1787208300000,1,08-20
BOME,1787209200000,1,08-20
ETHFI,1787209200000,1,08-20
SPX,1787209200000,1,08-20
MOODENG,1787209200000,1,08-20
BOME,1787210100000,1,08-20
kNEIRO,1787210100000,1,08-20
WLFI,1787210100000,-1,08-20
PNUT,1787210100000,1,08-20
ETHFI,1787211000000,1,08-20
WLFI,1787211000000,-1,08-20
WLFI,1787211900000,-1,08-20
ETHFI,1787211900000,1,08-20
DASH,1787212800000,1,08-20
kFLOKI,1787212800000,1,08-20
kBONK,1787212800000,1,08-20
kPEPE,1787212800000,1,08-20
SPX,1787212800000,1,08-20
ETC,1787212800000,1,08-20
BCH,1787212800000,1,08-20
STRK,1787212800000,1,08-20
ENA,1787212800000,1,08-20
BTC,1787212800000,1,08-20
EIGEN,1787212800000,1,08-20
AXS,1787212800000,1,08-20
STX,1787212800000,1,08-20
ASTER,1787212800000,1,08-20
AAVE,1787212800000,1,08-20
BLUR,1787212800000,1,08-20
kSHIB,1787212800000,1,08-20
POPCAT,1787212800000,1,08-20
AERO,1787212800000,1,08-20
AXS,1787213700000,1,08-20
MET,1787213700000,1,08-20
SPX,1787213700000,1,08-20
PENGU,1787213700000,1,08-20
BCH,1787213700000,1,08-20
kFLOKI,1787213700000,1,08-20
kPEPE,1787213700000,1,08-20
LINEA,1787213700000,1,08-20
INJ,1787213700000,1,08-20
ZRO,1787213700000,1,08-20
XLM,1787214600000,1,08-20
INJ,1787214600000,1,08-20
kPEPE,1787214600000,1,08-20
JUP,1787214600000,1,08-20
ORDI,1787214600000,1,08-20
PENGU,1787214600000,1,08-20
ETC,1787214600000,1,08-20
kBONK,1787214600000,1,08-20
kSHIB,1787214600000,1,08-20
kPEPE,1787215500000,1,08-20
PENGU,1787215500000,1,08-20
JUP,1787215500000,1,08-20
INJ,1787215500000,1,08-20
BIO,1787215500000,1,08-20
kNEIRO,1787215500000,1,08-20
ETHFI,1787215500000,1,08-20
FET,1787215500000,1,08-20
TRB,1787215500000,1,08-20
AVNT,1787215500000,1,08-20
ZRO,1787215500000,1,08-20
HMSTR,1787216400000,1,08-20
FET,1787216400000,1,08-20
SUI,1787216400000,1,08-20
PYTH,1787216400000,1,08-20
INJ,1787216400000,1,08-20
HYPE,1787216400000,1,08-20
TRX,1787216400000,1,08-20
AXS,1787217300000,1,08-20
GRAM,1787217300000,1,08-20
BOME,1787218200000,1,08-20
GRAM,1787218200000,1,08-20
VIRTUAL,1787218200000,1,08-20
MOODENG,1787218200000,1,08-20
JTO,1787218200000,1,08-20
VIRTUAL,1787220000000,1,08-20
ORDI,1787220000000,1,08-20
ALGO,1787220000000,1,08-20
BRETT,1787220000000,1,08-20
BOME,1787220000000,1,08-20
XLM,1787220000000,1,08-20
RENDER,1787220900000,1,08-20
INJ,1787220900000,1,08-20
SUI,1787220900000,1,08-20
WIF,1787220900000,1,08-20
APE,1787220900000,1,08-20
ORDI,1787221800000,1,08-20
DOT,1787221800000,1,08-20
BOME,1787222700000,1,08-20
ORDI,1787222700000,1,08-20
TRX,1787222700000,1,08-20
MEGA,1787223600000,1,08-20
ENA,1787223600000,1,08-20
XLM,1787224500000,1,08-20
BRETT,1787224500000,1,08-20
PENGU,1787224500000,1,08-20
BOME,1787224500000,1,08-20
STRK,1787224500000,1,08-20
GRAM,1787225400000,1,08-20
PENGU,1787225400000,1,08-20
ORDI,1787225400000,1,08-20
CHIP,1787225400000,1,08-20
STRK,1787225400000,1,08-20
BRETT,1787225400000,1,08-20
MON,1787225400000,1,08-20
ONDO,1787225400000,1,08-20
LINEA,1787225400000,1,08-20
PUMP,1787225400000,1,08-20
TRX,1787225400000,1,08-20
kNEIRO,1787225400000,1,08-20
PENGU,1787226300000,1,08-20
WIF,1787227200000,1,08-20
DOT,1787227200000,1,08-20
kNEIRO,1787227200000,1,08-20
STRK,1787227200000,1,08-20
DOT,1787228100000,1,08-20
kNEIRO,1787228100000,1,08-20
POPCAT,1787228100000,1,08-20
BERA,1787230800000,1,08-20
SYRUP,1787230800000,1,08-20
TRX,1787230800000,1,08-20
SYRUP,1787231700000,1,08-20
GALA,1787232600000,1,08-20
PNUT,1787233500000,1,08-20
LINEA,1787233500000,1,08-20
IMX,1787234400000,1,08-20
POPCAT,1787234400000,1,08-20
WIF,1787234400000,1,08-20
DOGE,1787234400000,1,08-20
SYRUP,1787234400000,1,08-20
BERA,1787234400000,1,08-20
STX,1787235300000,1,08-20
PEOPLE,1787237100000,1,08-20
MOODENG,1787237100000,1,08-20
STRK,1787237100000,1,08-20
LTC,1787237100000,1,08-20
MORPHO,1787238000000,1,08-20
DOT,1787238000000,1,08-20
DOGE,1787238000000,1,08-20
ENS,1787238000000,1,08-20
XPL,1787238000000,1,08-20
STRK,1787238000000,1,08-20
PUMP,1787238000000,1,08-20
LINEA,1787238000000,1,08-20
PEOPLE,1787238000000,1,08-20
IMX,1787238000000,1,08-20
TIA,1787238000000,1,08-20
AVAX,1787238900000,1,08-20
FIL,1787238900000,1,08-20
POPCAT,1787238900000,1,08-20
PEOPLE,1787238900000,1,08-20
GALA,1787239800000,1,08-20
IMX,1787239800000,1,08-20
STRK,1787240700000,1,08-20
LTC,1787240700000,1,08-20
ZEN,1787241600000,1,08-20
MINA,1787241600000,1,08-20
TRX,1787241600000,1,08-20
PEOPLE,1787241600000,1,08-20
XRP,1787242500000,1,08-20
ZEC,1787243400000,1,08-20
kFLOKI,1787243400000,1,08-20
PENGU,1787243400000,1,08-20
ZORA,1787243400000,1,08-20
AR,1787243400000,1,08-20
MOODENG,1787243400000,1,08-20
BNB,1787243400000,1,08-20
LTC,1787243400000,1,08-20
XRP,1787243400000,1,08-20
DASH,1787243400000,1,08-20
AVAX,1787243400000,1,08-20
BCH,1787243400000,1,08-20
TIA,1787243400000,1,08-20
FIL,1787243400000,1,08-20
ENS,1787243400000,1,08-20
MOVE,1787243400000,1,08-20
MINA,1787244300000,1,08-20
FIL,1787244300000,1,08-20
FARTCOIN,1787244300000,1,08-20
APE,1787244300000,1,08-20
LTC,1787244300000,1,08-20
DASH,1787244300000,1,08-20
AVAX,1787244300000,1,08-20
MOODENG,1787244300000,1,08-20
DOT,1787244300000,1,08-20
SEI,1787244300000,1,08-20
XRP,1787244300000,1,08-20
EIGEN,1787244300000,1,08-20
PEOPLE,1787244300000,1,08-20
FET,1787245200000,1,08-20
XLM,1787245200000,1,08-20
TIA,1787245200000,1,08-20
ATOM,1787245200000,1,08-20
PEOPLE,1787245200000,1,08-20
DASH,1787245200000,1,08-20
BCH,1787245200000,1,08-20
AR,1787245200000,1,08-20
FIL,1787246100000,1,08-20
TIA,1787246100000,1,08-20
POPCAT,1787246100000,1,08-20
EIGEN,1787246100000,1,08-20
APT,1787246100000,1,08-20
WIF,1787246100000,1,08-20
XLM,1787246100000,1,08-20
MOVE,1787246100000,1,08-20
FET,1787246100000,1,08-20
SEI,1787246100000,1,08-20
ADA,1787247000000,1,08-20
FIL,1787247000000,1,08-20
ZEN,1787247000000,1,08-20
FET,1787247000000,1,08-20
XRP,1787247000000,1,08-20
ENA,1787247000000,1,08-20
WIF,1787247000000,1,08-20
FIL,1787247900000,1,08-20
DOT,1787247900000,1,08-20
MINA,1787248800000,1,08-20
ENA,1787252400000,1,08-20
PEOPLE,1787253300000,1,08-20
MINA,1787257800000,1,08-20
BERA,1787258700000,1,08-20
PEOPLE,1787259600000,1,08-20
SUSHI,1787261400000,1,08-20
GRASS,1787261400000,1,08-20
ENA,1787263200000,1,08-20
MON,1787263200000,1,08-20
ZORA,1787265000000,1,08-20
TAO,1787266800000,1,08-20
TAO,1787267700000,1,08-20
PUMP,1787267700000,1,08-20
CHIP,1787268600000,1,08-20
AXS,1787270400000,1,08-21
MOVE,1787270400000,1,08-21
BERA,1787270400000,1,08-21
MOVE,1787271300000,1,08-21
SOL,1787271300000,1,08-21
BTC,1787271300000,1,08-21
CHIP,1787272200000,1,08-21
UNI,1787273100000,1,08-21
PENDLE,1787274000000,1,08-21
UNI,1787274000000,1,08-21
BTC,1787274900000,1,08-21
BTC,1787276700000,1,08-21
SPX,1787277600000,1,08-21
ATOM,1787277600000,1,08-21
PYTH,1787277600000,1,08-21
ICP,1787278500000,1,08-21
ENS,1787278500000,1,08-21
PENGU,1787278500000,1,08-21
CRV,1787278500000,1,08-21
CHIP,1787279400000,1,08-21
PENGU,1787279400000,1,08-21
ZORA,1787280300000,1,08-21
ONDO,1787280300000,1,08-21
ZORA,1787281200000,1,08-21
HEMI,1787282100000,1,08-21
ENA,1787283000000,1,08-21
NEAR,1787283000000,1,08-21
CRV,1787283900000,1,08-21
STX,1787284800000,1,08-21
SPX,1787285700000,1,08-21
EIGEN,1787286600000,1,08-21
TIA,1787287500000,1,08-21
NEAR,1787287500000,1,08-21
EIGEN,1787287500000,1,08-21
EIGEN,1787288400000,1,08-21
VVV,1787288400000,1,08-21
PYTH,1787288400000,1,08-21
ENA,1787288400000,1,08-21
SKY,1787289300000,1,08-21
kBONK,1787289300000,1,08-21
ENA,1787289300000,1,08-21
DASH,1787289300000,1,08-21
CAKE,1787289300000,1,08-21
BLUR,1787290200000,1,08-21
kNEIRO,1787290200000,1,08-21
kBONK,1787290200000,1,08-21
WIF,1787290200000,1,08-21
kSHIB,1787290200000,1,08-21
PYTH,1787290200000,1,08-21
BCH,1787291100000,1,08-21
GRAM,1787291100000,1,08-21
kNEIRO,1787291100000,1,08-21
PENGU,1787291100000,1,08-21
APT,1787291100000,1,08-21
ENA,1787291100000,1,08-21
EIGEN,1787292000000,1,08-21
SOL,1787292000000,1,08-21
PYTH,1787292000000,1,08-21
SAND,1787292000000,1,08-21
SUSHI,1787292000000,1,08-21
FARTCOIN,1787292000000,1,08-21
GRAM,1787292000000,1,08-21
VVV,1787292900000,1,08-21
MINA,1787292900000,1,08-21
BCH,1787292900000,1,08-21
PYTH,1787293800000,1,08-21
kSHIB,1787294700000,1,08-21
MON,1787294700000,1,08-21
UNI,1787294700000,1,08-21
BCH,1787295600000,1,08-21
kSHIB,1787295600000,1,08-21
MINA,1787295600000,1,08-21
kBONK,1787295600000,1,08-21
DOT,1787295600000,1,08-21
POL,1787295600000,1,08-21
APT,1787296500000,1,08-21
UNI,1787296500000,1,08-21
VVV,1787296500000,1,08-21
BTC,1787296500000,1,08-21
ZEC,1787296500000,1,08-21
VIRTUAL,1787296500000,1,08-21
DASH,1787296500000,1,08-21
ONDO,1787296500000,1,08-21
RUNE,1787296500000,1,08-21
BLUR,1787296500000,1,08-21
APE,1787296500000,1,08-21
ATOM,1787296500000,1,08-21
LDO,1787296500000,1,08-21
ARB,1787296500000,1,08-21
kBONK,1787296500000,1,08-21
TAO,1787296500000,1,08-21
LINK,1787296500000,1,08-21
DOT,1787296500000,1,08-21
kBONK,1787297400000,1,08-21
kSHIB,1787297400000,1,08-21
FET,1787297400000,1,08-21
TIA,1787297400000,1,08-21
PEOPLE,1787297400000,1,08-21
APT,1787297400000,1,08-21
HMSTR,1787297400000,1,08-21
ZEC,1787297400000,1,08-21
LTC,1787297400000,1,08-21
SAND,1787297400000,1,08-21
ONDO,1787297400000,1,08-21
ZEN,1787297400000,1,08-21
RENDER,1787298300000,1,08-21
INJ,1787298300000,1,08-21
NEAR,1787298300000,1,08-21
ONDO,1787298300000,1,08-21
STRK,1787298300000,1,08-21
APE,1787298300000,1,08-21
BCH,1787298300000,1,08-21
GALA,1787298300000,1,08-21
AAVE,1787298300000,1,08-21
FARTCOIN,1787298300000,1,08-21
MEGA,1787298300000,1,08-21
ASTER,1787298300000,1,08-21
PENGU,1787298300000,1,08-21
BRETT,1787298300000,1,08-21
CAKE,1787299200000,1,08-21
BERA,1787299200000,1,08-21
BNB,1787299200000,1,08-21
LTC,1787299200000,1,08-21
ASTER,1787299200000,1,08-21
ATOM,1787299200000,1,08-21
AAVE,1787299200000,1,08-21
ADA,1787299200000,1,08-21
RENDER,1787300100000,1,08-21
DOT,1787300100000,1,08-21
LINEA,1787300100000,1,08-21
LTC,1787300100000,1,08-21
PAXG,1787300100000,1,08-21
BERA,1787300100000,1,08-21
CAKE,1787300100000,1,08-21
ENS,1787300100000,1,08-21
ALGO,1787300100000,1,08-21
MELANIA,1787300100000,1,08-21
AAVE,1787300100000,1,08-21
MINA,1787300100000,1,08-21
INJ,1787300100000,1,08-21
kSHIB,1787300100000,1,08-21
ASTER,1787300100000,1,08-21
ATOM,1787300100000,1,08-21
SUI,1787300100000,1,08-21
ETC,1787300100000,1,08-21
RENDER,1787301000000,1,08-21
INJ,1787301000000,1,08-21
DOT,1787301000000,1,08-21
ENA,1787301000000,1,08-21
kFLOKI,1787301000000,1,08-21
BLUR,1787301000000,1,08-21
LINEA,1787301000000,1,08-21
FIL,1787301000000,1,08-21
FET,1787301000000,1,08-21
APE,1787301000000,1,08-21
MNT,1787301000000,1,08-21
DOGE,1787301000000,1,08-21
kSHIB,1787301000000,1,08-21
AAVE,1787301000000,1,08-21
HBAR,1787301000000,1,08-21
SOL,1787301000000,1,08-21
EIGEN,1787301000000,1,08-21
PEOPLE,1787301000000,1,08-21
APT,1787301000000,1,08-21
VIRTUAL,1787301000000,1,08-21
ETC,1787301000000,1,08-21
ATOM,1787301000000,1,08-21
ALGO,1787301000000,1,08-21
ZEN,1787301000000,1,08-21
ENS,1787301000000,1,08-21
SKY,1787301900000,1,08-21
BTC,1787301900000,1,08-21
DOGE,1787301900000,1,08-21
RENDER,1787301900000,1,08-21
ENA,1787301900000,1,08-21
OP,1787301900000,1,08-21
APT,1787301900000,1,08-21
WLD,1787301900000,1,08-21
ENS,1787301900000,1,08-21
XLM,1787301900000,1,08-21
PAXG,1787301900000,1,08-21
EIGEN,1787301900000,1,08-21
PEOPLE,1787301900000,1,08-21
STRK,1787301900000,1,08-21
MINA,1787301900000,1,08-21
ATOM,1787301900000,1,08-21
FET,1787301900000,1,08-21
ZEN,1787301900000,1,08-21
DOT,1787301900000,1,08-21
LTC,1787301900000,1,08-21
LINEA,1787301900000,1,08-21
kFLOKI,1787301900000,1,08-21
STX,1787301900000,1,08-21
HBAR,1787301900000,1,08-21
SUI,1787301900000,1,08-21
INJ,1787301900000,1,08-21
CAKE,1787301900000,1,08-21
AVNT,1787301900000,1,08-21
LDO,1787301900000,1,08-21
AAVE,1787301900000,1,08-21
ADA,1787301900000,1,08-21
ALGO,1787301900000,1,08-21
APE,1787301900000,1,08-21
TRB,1787301900000,1,08-21
TIA,1787301900000,1,08-21
APT,1787304600000,1,08-21
JTO,1787304600000,1,08-21
TRX,1787304600000,1,08-21
TIA,1787304600000,1,08-21
XPL,1787304600000,1,08-21
WLD,1787305500000,1,08-21
ZEN,1787305500000,1,08-21
ZRO,1787305500000,1,08-21
MELANIA,1787305500000,1,08-21
ENS,1787306400000,1,08-21
MINA,1787306400000,1,08-21
ZRO,1787306400000,1,08-21
XPL,1787306400000,1,08-21
AAVE,1787307300000,1,08-21
AAVE,1787308200000,1,08-21
ZRO,1787308200000,1,08-21
SYRUP,1787308200000,1,08-21
PENGU,1787308200000,1,08-21
PUMP,1787309100000,1,08-21
SEI,1787309100000,1,08-21
ZRO,1787309100000,1,08-21
ZEN,1787309100000,1,08-21
BERA,1787309100000,1,08-21
WIF,1787310000000,1,08-21
BERA,1787310000000,1,08-21
VIRTUAL,1787310000000,1,08-21
AAVE,1787310000000,1,08-21
TIA,1787310900000,1,08-21
JUP,1787310900000,1,08-21
JUP,1787311800000,1,08-21
CASHCAT,1787311800000,1,08-21
ZRO,1787311800000,1,08-21
HMSTR,1787312700000,1,08-21
HEMI,1787312700000,1,08-21
MEGA,1787312700000,1,08-21
MOVE,1787313600000,1,08-21
APT,1787313600000,1,08-21
TIA,1787313600000,1,08-21
JUP,1787313600000,1,08-21
ACE,1787314500000,-1,08-21
ZORA,1787314500000,1,08-21
MELANIA,1787315400000,1,08-21
FARTCOIN,1787315400000,1,08-21
TRUMP,1787315400000,1,08-21
ZORA,1787315400000,1,08-21
TIA,1787315400000,1,08-21
TRB,1787316300000,1,08-21
TRUMP,1787316300000,1,08-21
AVNT,1787316300000,1,08-21
MORPHO,1787317200000,1,08-21
HYPE,1787317200000,1,08-21
HYPE,1787318100000,1,08-21
VIRTUAL,1787319000000,1,08-21
ZRO,1787319900000,1,08-21
BCH,1787319900000,1,08-21
SEI,1787319900000,1,08-21
VIRTUAL,1787319900000,1,08-21
JUP,1787319900000,1,08-21
VIRTUAL,1787321700000,1,08-21
TIA,1787321700000,1,08-21
ONDO,1787322600000,1,08-21
PENGU,1787322600000,1,08-21
TIA,1787323500000,1,08-21
kSHIB,1787323500000,1,08-21
MOVE,1787323500000,1,08-21
ETHFI,1787323500000,1,08-21
BRETT,1787323500000,1,08-21
PENGU,1787323500000,1,08-21
OP,1787323500000,1,08-21
TRUMP,1787324400000,1,08-21
ICP,1787324400000,1,08-21
ADA,1787324400000,1,08-21
ONDO,1787324400000,1,08-21
MORPHO,1787324400000,1,08-21
ETHFI,1787325300000,1,08-21
ONDO,1787325300000,1,08-21
ONDO,1787326200000,1,08-21
MORPHO,1787326200000,1,08-21
PURR,1787328000000,1,08-21
ONDO,1787328000000,1,08-21
ENS,1787328900000,1,08-21
kBONK,1787328900000,1,08-21
ZEC,1787328900000,1,08-21
kBONK,1787329800000,1,08-21
BCH,1787330700000,1,08-21
kBONK,1787331600000,1,08-21
kPEPE,1787331600000,1,08-21
LIT,1787331600000,1,08-21
WIF,1787331600000,1,08-21
LIT,1787332500000,1,08-21
POPCAT,1787335200000,1,08-21
ETC,1787335200000,1,08-21
kPEPE,1787335200000,1,08-21
GALA,1787335200000,1,08-21
kFLOKI,1787335200000,1,08-21
ETC,1787336100000,1,08-21
MOODENG,1787336100000,1,08-21
MINA,1787336100000,1,08-21
SYRUP,1787337000000,1,08-21
MNT,1787337000000,-1,08-21
XMR,1787337000000,-1,08-21
KAITO,1787337900000,1,08-21
STX,1787339700000,1,08-21
LIT,1787339700000,1,08-21
ETHFI,1787343300000,1,08-21
STX,1787343300000,1,08-21
ZEC,1787343300000,1,08-21
SKY,1787344200000,1,08-21
DOGE,1787344200000,1,08-21
FET,1787344200000,1,08-21
FIL,1787345100000,1,08-21
AAVE,1787345100000,1,08-21
APE,1787345100000,1,08-21
AAVE,1787346000000,1,08-21
SKY,1787346000000,1,08-21
ZEN,1787346000000,1,08-21
APE,1787346000000,1,08-21
PURR,1787346000000,1,08-21
NEAR,1787346900000,1,08-21
DASH,1787346900000,1,08-21
DOT,1787346900000,1,08-21
kSHIB,1787346900000,1,08-21
SKY,1787346900000,1,08-21
kFLOKI,1787346900000,1,08-21
TRX,1787346900000,1,08-21
kSHIB,1787347800000,1,08-21
SKY,1787347800000,1,08-21
UNI,1787347800000,1,08-21
ALGO,1787347800000,1,08-21
DOT,1787347800000,1,08-21
CC,1787347800000,1,08-21
DOGE,1787347800000,1,08-21
kSHIB,1787348700000,1,08-21
AAVE,1787348700000,1,08-21
DOT,1787348700000,1,08-21
DASH,1787348700000,1,08-21
DOGE,1787348700000,1,08-21
kFLOKI,1787348700000,1,08-21
STX,1787348700000,1,08-21
SKY,1787348700000,1,08-21
BLUR,1787348700000,1,08-21
KAITO,1787348700000,1,08-21
XLM,1787348700000,1,08-21
DOT,1787349600000,1,08-21
kFLOKI,1787349600000,1,08-21
KAITO,1787349600000,1,08-21
LINK,1787349600000,1,08-21
DOGE,1787349600000,1,08-21
STX,1787349600000,1,08-21
BLUR,1787349600000,1,08-21
BNB,1787349600000,1,08-21
AVAX,1787349600000,1,08-21
ATOM,1787349600000,1,08-21
APE,1787349600000,1,08-21
TRX,1787349600000,1,08-21
kSHIB,1787349600000,1,08-21
XLM,1787350500000,1,08-21
PENGU,1787350500000,1,08-21
kSHIB,1787350500000,1,08-21
kSHIB,1787351400000,1,08-21
UNI,1787351400000,1,08-21
XRP,1787351400000,1,08-21
BNB,1787352300000,1,08-21
MINA,1787352300000,1,08-21
INJ,1787352300000,1,08-21
kSHIB,1787352300000,1,08-21
XLM,1787352300000,1,08-21
AR,1787352300000,1,08-21
BRETT,1787352300000,1,08-21
BLUR,1787352300000,1,08-21
LTC,1787352300000,1,08-21
DOT,1787352300000,1,08-21
ZEN,1787353200000,1,08-21
ETC,1787354100000,1,08-21
INJ,1787354100000,1,08-21
APE,1787354100000,1,08-21
APE,1787355000000,1,08-21
TRX,1787355900000,1,08-21
AXS,1787356800000,1,08-22
ETC,1787356800000,1,08-22
KAITO,1787357700000,1,08-22
SUSHI,1787357700000,1,08-22
ETC,1787357700000,1,08-22
KAITO,1787358600000,1,08-22
PENDLE,1787358600000,1,08-22
TRX,1787359500000,1,08-22
FIL,1787359500000,1,08-22
XLM,1787360400000,1,08-22
TRX,1787360400000,1,08-22
DOT,1787360400000,1,08-22
XLM,1787361300000,1,08-22
RENDER,1787361300000,1,08-22
PENDLE,1787362200000,1,08-22
RENDER,1787362200000,1,08-22
APE,1787362200000,1,08-22
ZEC,1787363100000,1,08-22
ZEN,1787363100000,1,08-22
DASH,1787363100000,1,08-22
INJ,1787364000000,1,08-22
ZEN,1787364000000,1,08-22
SUSHI,1787364000000,1,08-22
DASH,1787364000000,1,08-22
TRUMP,1787364900000,1,08-22
TAO,1787364900000,1,08-22
STX,1787364900000,1,08-22
MOVE,1787364900000,1,08-22
TRB,1787364900000,1,08-22
FIL,1787364900000,1,08-22
DOT,1787364900000,1,08-22
HMSTR,1787364900000,1,08-22
INJ,1787364900000,1,08-22
MELANIA,1787364900000,1,08-22
ICP,1787364900000,1,08-22
XMR,1787364900000,1,08-22
PYTH,1787364900000,1,08-22
APE,1787364900000,1,08-22
ICP,1787365800000,1,08-22
ATOM,1787365800000,1,08-22
XMR,1787365800000,1,08-22
TRX,1787365800000,1,08-22
TAO,1787365800000,1,08-22
SUI,1787365800000,1,08-22
TRUMP,1787365800000,1,08-22
MELANIA,1787365800000,1,08-22
HYPE,1787365800000,1,08-22
IMX,1787365800000,1,08-22
LTC,1787366700000,1,08-22
ASTER,1787366700000,1,08-22
BNB,1787366700000,1,08-22
DASH,1787366700000,1,08-22
WLFI,1787366700000,1,08-22
TRX,1787366700000,1,08-22
ALGO,1787366700000,1,08-22
XMR,1787366700000,1,08-22
AVNT,1787367600000,1,08-22
HMSTR,1787367600000,1,08-22
HBAR,1787367600000,1,08-22
ASTER,1787367600000,1,08-22
TRUMP,1787367600000,1,08-22
WIF,1787367600000,1,08-22
XMR,1787367600000,1,08-22
WLD,1787367600000,1,08-22
MOODENG,1787368500000,1,08-22
kBONK,1787368500000,1,08-22
XLM,1787368500000,1,08-22
MET,1787368500000,1,08-22
HBAR,1787368500000,1,08-22
TRUMP,1787368500000,1,08-22
TAO,1787368500000,1,08-22
OP,1787368500000,1,08-22
ICP,1787368500000,1,08-22
BNB,1787368500000,1,08-22
AXS,1787368500000,1,08-22
SAND,1787368500000,1,08-22
STX,1787368500000,1,08-22
EIGEN,1787368500000,1,08-22
FIL,1787368500000,1,08-22
BLUR,1787369400000,1,08-22
TRUMP,1787369400000,1,08-22
APE,1787369400000,1,08-22
MOVE,1787369400000,1,08-22
APE,1787370300000,1,08-22
TRUMP,1787370300000,1,08-22
IMX,1787370300000,1,08-22
MELANIA,1787370300000,1,08-22
FET,1787370300000,1,08-22
WLFI,1787370300000,1,08-22
OP,1787370300000,1,08-22
ORDI,1787371200000,1,08-22
MELANIA,1787371200000,1,08-22
IMX,1787371200000,1,08-22
TIA,1787371200000,1,08-22
MOVE,1787371200000,1,08-22
WLFI,1787371200000,1,08-22
POPCAT,1787371200000,1,08-22
OP,1787371200000,1,08-22
RUNE,1787371200000,1,08-22
WLD,1787371200000,1,08-22
OP,1787372100000,1,08-22
MNT,1787372100000,1,08-22
ATOM,1787373000000,1,08-22
ARB,1787373000000,1,08-22
XMR,1787373000000,1,08-22
APT,1787373000000,1,08-22
AERO,1787373000000,1,08-22
HMSTR,1787373000000,1,08-22
TRUMP,1787373000000,1,08-22
LINK,1787373000000,1,08-22
MELANIA,1787373000000,1,08-22
MET,1787373000000,1,08-22
JUP,1787373000000,1,08-22
XLM,1787373000000,1,08-22
POPCAT,1787373000000,1,08-22
SEI,1787373000000,1,08-22
SOL,1787373000000,1,08-22
PYTH,1787373000000,1,08-22
MNT,1787373000000,1,08-22
MOODENG,1787373000000,1,08-22
HMSTR,1787373900000,1,08-22
HBAR,1787373900000,1,08-22
SAND,1787373900000,1,08-22
WLFI,1787373900000,1,08-22
ATOM,1787373900000,1,08-22
ARB,1787373900000,1,08-22
WLD,1787373900000,1,08-22
TRX,1787373900000,1,08-22
APT,1787373900000,1,08-22
TRUMP,1787373900000,1,08-22
GRASS,1787374800000,-1,08-22
CHIP,1787374800000,-1,08-22
PEOPLE,1787374800000,-1,08-22
BOME,1787374800000,-1,08-22
CASHCAT,1787374800000,-1,08-22
