close_time,symbol,side,entry_time,entry_px,exit_px,hold_h,gross_bps,fee_bps,net_bps,pnl_usd,reason,entry_bid,entry_ask,exit_bid,exit_ask,cum_pnl
2026-07-19 01:00:16,STBL,SHORT,2026-07-18 23:44:59,0.020967,0.020852,1.25,54.8,3.0,51.8,0.5185,reclaim,0.020937,0.020967,0.020852,0.02086,9.3980
2026-07-19 04:45:16,STBL,SHORT,2026-07-19 01:29:59,0.021214,0.021034,3.25,84.8,3.0,81.8,0.8185,reclaim,0.021196,0.021214,0.021034,0.021042,10.2165
2026-07-19 05:15:16,KAITO,SHORT,2026-07-19 04:59:59,0.89272,0.88796,0.25,53.3,3.0,50.3,0.5032,reclaim,0.89269,0.89272,0.88796,0.88824,10.7197
2026-07-19 06:30:16,KAITO,SHORT,2026-07-19 05:44:59,0.90836,0.8961,0.75,135.0,3.0,132.0,1.3197,reclaim,0.90791,0.90836,0.8961,0.89643,12.0394
2026-07-19 08:00:16,KAITO,SHORT,2026-07-19 07:14:59,0.92311,0.91781,0.75,57.4,3.0,54.4,0.5441,reclaim,0.92224,0.92311,0.91781,0.91862,12.5835
2026-07-19 12:15:16,ZORA,SHORT,2026-07-19 10:59:59,0.006676,0.006511,1.25,247.2,3.0,244.2,2.4415,reclaim,0.00666,0.006676,0.006511,0.006515,15.0250
2026-07-19 13:30:16,KAITO,SHORT,2026-07-19 10:44:59,0.94312,0.92241,2.75,219.6,3.0,216.6,2.1659,reclaim,0.94202,0.94312,0.92241,0.9233,17.1910
2026-07-19 14:30:16,STBL,SHORT,2026-07-19 11:14:59,0.021383,0.021367,3.25,7.5,3.0,4.5,0.0448,reclaim,0.021296,0.021383,0.021367,0.021384,17.2358
2026-07-19 15:30:15,SUSHI,SHORT,2026-07-19 15:14:59,0.17818,0.1774,0.25,43.8,3.0,40.8,0.4078,reclaim,0.17798,0.17818,0.1774,0.17746,17.6435
2026-07-19 16:00:16,JTO,SHORT,2026-07-19 15:29:59,0.5703,0.56514,0.50,90.5,3.0,87.5,0.8748,reclaim,0.57007,0.5703,0.56514,0.56547,18.5183
2026-07-19 18:00:16,HEMI,SHORT,2026-07-19 16:14:59,0.004661,0.004618,1.75,92.3,3.0,89.3,0.8925,reclaim,0.004657,0.004661,0.004618,0.004621,19.4109
2026-07-19 19:00:16,ACE,SHORT,2026-07-19 18:44:59,0.0706,0.0687,0.25,269.1,3.0,266.1,2.6612,reclaim,0.0705,0.0706,0.0687,0.0688,22.0721
2026-07-19 20:45:17,ACE,SHORT,2026-07-19 20:29:59,0.0725,0.0705,0.25,275.9,3.0,272.9,2.7286,reclaim,0.0723,0.0725,0.0705,0.0706,24.8007
2026-07-19 23:15:16,CASHCAT,SHORT,2026-07-19 15:14:59,0.073651,0.080574,8.00,-940.0,3.0,-943.0,-9.4297,backstop,0.073316,0.073651,0.080574,0.080984,15.3710
2026-07-20 01:00:17,JTO,SHORT,2026-07-20 00:29:59,0.59082,0.59091,0.50,-1.5,3.0,-4.5,-0.0452,reclaim,0.59019,0.59082,0.59091,0.59129,15.3257
2026-07-20 03:00:16,PUMP,SHORT,2026-07-19 18:59:59,0.001769,0.002042,8.00,-1543.2,3.0,-1546.2,-15.4624,backstop,0.001768,0.001769,0.002042,0.002043,-0.1367
2026-07-20 03:30:16,JTO,SHORT,2026-07-20 02:44:59,0.60991,0.6028,0.75,116.6,3.0,113.6,1.1357,reclaim,0.60956,0.60991,0.6028,0.60293,0.9990
2026-07-20 05:45:16,TRUMP,LONG,2026-07-19 21:44:59,1.5686,1.5695,8.00,5.7,3.0,2.7,0.0274,backstop,1.5686,1.5689,1.5694,1.5695,1.0264
2026-07-20 07:30:16,LIT,LONG,2026-07-20 07:14:59,2.1512,2.187,0.25,166.4,3.0,163.4,1.6342,reclaim,2.1512,2.1513,2.1868,2.187,2.6606
2026-07-20 08:00:16,MET,SHORT,2026-07-19 23:59:59,0.1446,0.15833,8.00,-949.5,3.0,-952.5,-9.5252,backstop,0.14448,0.1446,0.15833,0.15849,-6.8646
2026-07-20 08:30:16,MET,SHORT,2026-07-20 07:59:59,0.15826,0.15662,0.50,103.6,3.0,100.6,1.0063,reclaim,0.15807,0.15826,0.15662,0.15672,-5.8583
2026-07-20 09:45:16,kBONK,SHORT,2026-07-20 09:14:59,0.003054,0.002977,0.50,252.1,3.0,249.1,2.4913,reclaim,0.003052,0.003054,0.002977,0.002978,-3.3670
2026-07-20 09:45:17,NIL,SHORT,2026-07-20 09:29:59,0.035907,0.035857,0.25,13.9,3.0,10.9,0.1092,reclaim,0.035843,0.035907,0.035857,0.035908,-3.2578
2026-07-20 13:30:17,kBONK,SHORT,2026-07-20 12:14:59,0.003132,0.003058,1.25,236.3,3.0,233.3,2.3327,reclaim,0.003131,0.003132,0.003058,0.00306,-0.9250
2026-07-20 14:00:16,NIL,SHORT,2026-07-20 10:44:59,0.036133,0.035879,3.25,70.3,3.0,67.3,0.6730,reclaim,0.036089,0.036133,0.035879,0.035919,-0.2521
2026-07-20 14:00:17,SPX,SHORT,2026-07-20 12:29:59,0.3541,0.35076,1.50,94.3,3.0,91.3,0.9132,reclaim,0.35398,0.3541,0.35076,0.35098,0.6611
2026-07-20 14:45:16,GRASS,SHORT,2026-07-20 14:29:59,0.36866,0.3656,0.25,83.0,3.0,80.0,0.8000,reclaim,0.36835,0.36866,0.3656,0.36576,1.4612
2026-07-20 15:15:18,AERO,LONG,2026-07-20 14:59:59,0.43576,0.44091,0.26,118.2,3.0,115.2,1.1518,reclaim,0.43576,0.43592,0.44075,0.44091,2.6130
2026-07-20 15:45:16,HEMI,SHORT,2026-07-20 07:44:59,0.00488,0.005742,8.00,-1766.4,3.0,-1769.4,-17.6939,backstop,0.004867,0.00488,0.005742,0.005754,-15.0809
2026-07-20 17:15:18,SPX,SHORT,2026-07-20 16:44:59,0.36715,0.3611,0.51,164.8,3.0,161.8,1.6178,reclaim,0.36711,0.36715,0.3611,0.3613,-13.4631
2026-07-20 17:15:19,PENGU,SHORT,2026-07-20 16:59:59,0.006428,0.006342,0.26,133.8,3.0,130.8,1.3079,reclaim,0.006426,0.006428,0.006342,0.006343,-12.1552
2026-07-20 17:30:18,LDO,SHORT,2026-07-20 17:14:59,0.37259,0.37211,0.26,12.9,3.0,9.9,0.0988,reclaim,0.37245,0.37259,0.37211,0.37217,-12.0564
2026-07-20 18:30:18,ZRO,SHORT,2026-07-20 17:29:59,0.80664,0.80291,1.01,46.2,3.0,43.2,0.4324,reclaim,0.80654,0.80664,0.80291,0.80295,-11.6239
2026-07-20 18:30:19,ONDO,SHORT,2026-07-20 18:14:59,0.36228,0.35867,0.26,99.6,3.0,96.6,0.9665,reclaim,0.36225,0.36228,0.35867,0.35879,-10.6575
2026-07-20 18:45:19,REZ,SHORT,2026-07-20 18:29:59,0.002448,0.002424,0.26,98.0,3.0,95.0,0.9504,reclaim,0.002445,0.002448,0.002424,0.002426,-9.7071
2026-07-20 19:00:18,ADA,SHORT,2026-07-20 18:14:59,0.17023,0.16833,0.76,111.6,3.0,108.6,1.0861,reclaim,0.17017,0.17023,0.16833,0.16836,-8.6210
2026-07-20 19:15:16,ENA,SHORT,2026-07-20 15:29:59,0.082979,0.08214,3.75,101.1,3.0,98.1,0.9811,reclaim,0.082958,0.082979,0.08214,0.082165,-7.6399
2026-07-20 20:15:15,VIRTUAL,SHORT,2026-07-20 14:44:59,0.64957,0.64103,5.50,131.5,3.0,128.5,1.2847,reclaim,0.64917,0.64957,0.64103,0.64106,-6.3551
2026-07-20 20:30:18,SKR,SHORT,2026-07-20 19:59:59,0.008281,0.008178,0.51,124.4,3.0,121.4,1.2138,reclaim,0.008266,0.008281,0.008178,0.008183,-5.1413
2026-07-20 21:15:17,RESOLV,SHORT,2026-07-20 16:29:59,0.020511,0.020116,4.75,192.6,3.0,189.6,1.8958,reclaim,0.020507,0.020511,0.020116,0.02016,-3.2455
2026-07-20 22:00:18,MET,SHORT,2026-07-20 21:14:59,0.17127,0.16834,0.76,171.1,3.0,168.1,1.6807,reclaim,0.17112,0.17127,0.16834,0.16857,-1.5648
2026-07-20 22:45:17,kBONK,SHORT,2026-07-20 21:14:59,0.003186,0.003138,1.50,150.7,3.0,147.7,1.4766,reclaim,0.003185,0.003186,0.003138,0.003139,-0.0882
